feat1,Degree,Network,Community,type_1
ZNF667,241,pos_w,2,txn
HLA.DOA,179,pos_w,2,txn
TCTN1,259,pos_w,2,txn
IGLV3.16,122,pos_w,2,txn
IGHD,216,pos_w,2,txn
IGHM,246,pos_w,2,txn
IGHV3.48,86,pos_w,2,txn
IGHV1.58,156,pos_w,2,txn
C1orf220,128,pos_w,2,txn
PRCD,162,pos_w,2,txn
FADS3,240,pos_w,2,txn
IGLC6,76,pos_w,2,txn
LINC01857,150,pos_w,2,txn
FAM30A,253,pos_w,2,txn
LINC01013,137,pos_w,2,txn
NPM1P25,197,pos_w,2,txn
WASIR2,108,pos_w,2,txn
LOC102606465,267,pos_w,2,txn
LINC01800,120,pos_w,2,txn
LINC00494,232,pos_w,2,txn
MIR600HG,250,pos_w,2,txn
ZNF737,89,pos_w,2,txn
IGKV1D.8,172,pos_w,2,txn
IGKV1.37,164,pos_w,2,txn
HLA.DOB,217,pos_w,2,txn
PEG10,132,pos_w,2,txn
MICAL3,196,pos_w,2,txn
LINC00926,284,pos_w,2,txn
TUNAR,109,pos_w,2,txn
IGLVI.70,134,pos_w,2,txn
IGKV2.29,64,pos_w,2,txn
LOC283194,165,pos_w,2,txn
LINC02422,95,pos_w,2,txn
P2RX5.TAX1BP3,182,pos_w,2,txn
ZNF285,182,pos_w,2,txn
SPIB,208,pos_w,2,txn
LINC01480,155,pos_w,2,txn
CD24,204,pos_w,2,txn
ZNF229,237,pos_w,2,txn
IGHV1.69D,112,pos_w,2,txn
WNT16,75,pos_w,2,txn
BHLHE41,99,pos_w,2,txn
MGAT3,80,pos_w,2,txn
SOX5,111,pos_w,2,txn
GPM6A,9,pos_w,2,txn
TLCD4,66,pos_w,2,txn
PLPP3,9,pos_w,2,txn
COL4A3,173,pos_w,2,txn
ZNF540,199,pos_w,2,txn
GEN1,189,pos_w,2,txn
ZNF154,199,pos_w,2,txn
NXPH4,81,pos_w,2,txn
GRAPL,178,pos_w,2,txn
PRAMENP,37,pos_w,2,txn
LINC01781,134,pos_w,2,txn
CARMIL1,157,pos_w,2,txn
CACNA1F,217,pos_w,2,txn
MRNIP,207,pos_w,2,txn
MEGF6,282,pos_w,2,txn
RBM26.AS1,56,pos_w,2,txn
MMD,153,pos_w,2,txn
RNF138,205,pos_w,2,txn
HSD17B12,69,pos_w,2,txn
GPR160,141,pos_w,2,txn
EBF4,34,pos_w,2,txn
CHTF18,188,pos_w,2,txn
ADAMTS10,57,pos_w,2,txn
GRM2,86,pos_w,2,txn
WNT10B,107,pos_w,2,txn
CARNS1,102,pos_w,2,txn
AASS,88,pos_w,2,txn
ADAMTS6,164,pos_w,2,txn
SLC17A9,162,pos_w,2,txn
ARHGAP20,128,pos_w,2,txn
NEIL1,276,pos_w,2,txn
APBB2,73,pos_w,2,txn
ARHGAP42,212,pos_w,2,txn
GRAMD1C,110,pos_w,2,txn
IGHV1.69,9,pos_w,2,txn
LINC01238,138,pos_w,2,txn
GOLGA2P5,328,pos_w,2,txn
LOC100506258,55,pos_w,2,txn
WFDC21P,58,pos_w,2,txn
MYZAP,33,pos_w,2,txn
LOC285097,158,pos_w,2,txn
SH3YL1,201,pos_w,2,txn
FOXP3,58,pos_w,2,txn
LAMC3,105,pos_w,2,txn
SPEG,255,pos_w,2,txn
OVGP1,178,pos_w,2,txn
LZTS3,244,pos_w,2,txn
LSR,217,pos_w,2,txn
KANK1,80,pos_w,2,txn
IL23A,367,pos_w,2,txn
C12orf57,95,pos_w,2,txn
PASK,174,pos_w,2,txn
FBXO2,11,pos_w,2,txn
SARDH,109,pos_w,2,txn
NR1D1,181,pos_w,2,txn
FBXL16,120,pos_w,2,txn
TMEM204,133,pos_w,2,txn
RAB15,65,pos_w,2,txn
COL6A1,122,pos_w,2,txn
RHPN1,238,pos_w,2,txn
EDA,136,pos_w,2,txn
CACHD1,131,pos_w,2,txn
DCHS1,168,pos_w,2,txn
GPRC5B,123,pos_w,2,txn
HID1,173,pos_w,2,txn
PLEKHG5,128,pos_w,2,txn
RAB43,101,pos_w,2,txn
GIMAP3P,9,pos_w,2,txn
GREM2,36,pos_w,2,txn
LDOC1,57,pos_w,2,txn
FAM86B1,46,pos_w,2,txn
KIAA0408,18,pos_w,2,txn
RPS6KL1,69,pos_w,2,txn
TRBV6.6,87,pos_w,2,txn
TRBV5.1,108,pos_w,2,txn
TRAV13.2,76,pos_w,2,txn
TRAV9.2,92,pos_w,2,txn
GPC2,238,pos_w,2,txn
LINC00243,47,pos_w,2,txn
DBH.AS1,127,pos_w,2,txn
LGALS17A,72,pos_w,2,txn
TRBV5.4,49,pos_w,2,txn
FMNL1.AS1,207,pos_w,2,txn
TRBV3.1,58,pos_w,2,txn
LINC02762,95,pos_w,2,txn
TRBV21.1,127,pos_w,2,txn
ADGRE4P,79,pos_w,2,txn
TRBV18,158,pos_w,2,txn
ZNF14,426,pos_w,2,txn
KIF27,123,pos_w,2,txn
ANKRD36C,175,pos_w,2,txn
ZC3H12D,443,pos_w,2,txn
SHISA2,109,pos_w,2,txn
ANKRD36B,146,pos_w,2,txn
SNHG12,338,pos_w,2,txn
COX2,54,pos_w,2,txn
ND2,74,pos_w,2,txn
COX1,36,pos_w,2,txn
COX3,64,pos_w,2,txn
LINC.PINT,314,pos_w,2,txn
MALAT1,281,pos_w,2,txn
SNHG8,92,pos_w,2,txn
SAP25,79,pos_w,2,txn
ZNF300,65,pos_w,2,txn
SCNN1D,187,pos_w,2,txn
PI4KAP2,104,pos_w,2,txn
GOLGA6L17P,55,pos_w,2,txn
BAIAP3,99,pos_w,2,txn
DOCK3,108,pos_w,2,txn
WHRN,52,pos_w,2,txn
WNT3,25,pos_w,2,txn
CNTNAP1,73,pos_w,2,txn
P3H3,62,pos_w,2,txn
CLUHP3,101,pos_w,2,txn
IL11RA,246,pos_w,2,txn
VAMP1,168,pos_w,2,txn
GDF7,106,pos_w,2,txn
TEX9,76,pos_w,2,txn
BTNL9,40,pos_w,2,txn
PRRT2,132,pos_w,2,txn
LENG8,204,pos_w,2,txn
JMJD7.PLA2G4B,175,pos_w,2,txn
RASSF6,46,pos_w,2,txn
TPPP,7,pos_w,2,txn
GOLGA8A,177,pos_w,2,txn
ANO9,242,pos_w,2,txn
NPIPB4,91,pos_w,2,txn
PLEKHG7,41,pos_w,2,txn
ZDHHC11,16,pos_w,2,txn
INF2,135,pos_w,2,txn
CPT1B,108,pos_w,2,txn
ZDHHC11B,81,pos_w,2,txn
EML6,89,pos_w,2,txn
NSUN5P1,212,pos_w,2,txn
NPIPB5,100,pos_w,2,txn
LMNTD2.AS1,170,pos_w,2,txn
WASH5P,77,pos_w,2,txn
CFL2,154,pos_w,2,txn
PWAR5,225,pos_w,2,txn
CDK11A,40,pos_w,2,txn
SEC31B,165,pos_w,2,txn
PGGHG,183,pos_w,2,txn
GBAP1,54,pos_w,2,txn
KCNAB3,142,pos_w,2,txn
TPM2,119,pos_w,2,txn
EOLA2.DT,113,pos_w,2,txn
LY6G5B,127,pos_w,2,txn
PLA2G4B,57,pos_w,2,txn
ATP5MF.PTCD1,35,pos_w,2,txn
CHKB.CPT1B,80,pos_w,2,txn
STX16.NPEPL1,109,pos_w,2,txn
MYO15B,78,pos_w,2,txn
FAM156A,78,pos_w,2,txn
CXorf65,131,pos_w,2,txn
FOXO3B,48,pos_w,2,txn
LOC100507053,142,pos_w,2,txn
ZC2HC1A,93,pos_w,2,txn
SULT1B1,84,pos_w,2,txn
TENM1,112,pos_w,2,txn
ASNS,120,pos_w,2,txn
PRKY,34,pos_w,2,txn
LUC7L3,154,pos_w,2,txn
ERMN,152,pos_w,2,txn
TRPC1,193,pos_w,2,txn
ABCA5,266,pos_w,2,txn
TTC39B,160,pos_w,2,txn
ADCY10P1,271,pos_w,2,txn
ZMAT1,297,pos_w,2,txn
ZNF83,124,pos_w,2,txn
DPY19L2,60,pos_w,2,txn
SYCP2,101,pos_w,2,txn
XRCC2,21,pos_w,2,txn
PGAP1,169,pos_w,2,txn
CCDC180,55,pos_w,2,txn
GOLGA6L9,177,pos_w,2,txn
ZNRD1ASP,98,pos_w,2,txn
NPIPB14P,47,pos_w,2,txn
LINC00954,64,pos_w,2,txn
ANAPC1P1,23,pos_w,2,txn
LINC00649,33,pos_w,2,txn
PSMD6.AS2,92,pos_w,2,txn
MIR3142HG,19,pos_w,2,txn
N4BP2L2.IT2,108,pos_w,2,txn
BPTFP1,24,pos_w,2,txn
MRC2,40,pos_w,2,txn
CEP170B,62,pos_w,2,txn
STRCP1,79,pos_w,2,txn
CCR4,98,pos_w,2,txn
ARMH1,127,pos_w,2,txn
GSDMB,78,pos_w,2,txn
SLC25A27,18,pos_w,2,txn
NPIPB3,39,pos_w,2,txn
OTUD7A,42,pos_w,2,txn
GOLGA8B,153,pos_w,2,txn
CDK3,51,pos_w,2,txn
PPT2.EGFL8,64,pos_w,2,txn
TPH1,129,pos_w,2,txn
ND3,50,pos_w,2,txn
ND4L,32,pos_w,2,txn
CHDH,5,pos_w,2,txn
SEMA5A,9,pos_w,2,txn
HRH4,5,pos_w,2,txn
MCOLN3,108,pos_w,2,txn
FIGNL1,41,pos_w,2,txn
DIP2C,64,pos_w,2,txn
MICU3,188,pos_w,2,txn
NTNG1,36,pos_w,2,txn
RPL9,71,pos_w,2,txn
CATSPER2,101,pos_w,2,txn
NAV2,83,pos_w,2,txn
RGPD6,115,pos_w,2,txn
EFHC2,146,pos_w,2,txn
ZFP28,198,pos_w,2,txn
ND6,100,pos_w,2,txn
ANKRD36BP2,98,pos_w,2,txn
ZNF709,59,pos_w,2,txn
LACTB2.AS1,151,pos_w,2,txn
ABCA11P,108,pos_w,2,txn
ZNF578,70,pos_w,2,txn
ANK1,31,pos_w,2,txn
TRBV5.5,42,pos_w,2,txn
NUP43,92,pos_w,2,txn
B3GALNT1,36,pos_w,2,txn
GOLGA6L4,43,pos_w,2,txn
ZNF100,49,pos_w,2,txn
BMS1P1,53,pos_w,2,txn
CBWD6,39,pos_w,2,txn
CDRT4,17,pos_w,2,txn
NEAT1,56,pos_w,2,txn
LOC119746555,88,pos_w,2,txn
PRICKLE2,20,pos_w,2,txn
DACT1,140,pos_w,2,txn
AKR1C1,74,pos_w,2,txn
RPL21P75,50,pos_w,2,txn
MAGI2.AS3,73,pos_w,2,txn
SNURF,22,pos_w,2,txn
LIMS2,81,pos_w,2,txn
TTC28,99,pos_w,2,txn
FGF7P6,44,pos_w,2,txn
DPPA4,17,pos_w,2,txn
GATM,15,pos_w,2,txn
RNF175,101,pos_w,2,txn
KRT2,73,pos_w,2,txn
TRBV23.1,126,pos_w,2,txn
ZNF492,21,pos_w,2,txn
ZNF528.AS1,35,pos_w,2,txn
TRBV19,52,pos_w,2,txn
DSEL,54,pos_w,2,txn
ANKRD18A,53,pos_w,2,txn
ASIC1,82,pos_w,2,txn
KRT73,67,pos_w,2,txn
ZNF462,13,pos_w,2,txn
FAM167A,27,pos_w,2,txn
FLYWCH1,44,pos_w,2,txn
CYP2D6,74,pos_w,2,txn
WDR97,44,pos_w,2,txn
GSTM2,133,pos_w,2,txn
SFRP5,37,pos_w,2,txn
CELA1,23,pos_w,2,txn
CAND2,42,pos_w,2,txn
KRT72,66,pos_w,2,txn
TRBV6.1,62,pos_w,2,txn
ANKRD44.AS1,56,pos_w,2,txn
RPL3P4,65,pos_w,2,txn
TRBV29.1,51,pos_w,2,txn
TRBV30,31,pos_w,2,txn
FAM86DP,24,pos_w,2,txn
FSBP,57,pos_w,2,txn
TRBV14,45,pos_w,2,txn
LTK,11,pos_w,2,txn
NTN4,7,pos_w,2,txn
RORC,20,pos_w,2,txn
SLC4A10,14,pos_w,2,txn
PRSS35,8,pos_w,2,txn
IL23R,7,pos_w,2,txn
B3GALT2,19,pos_w,2,txn
IL17RE,5,pos_w,2,txn
NIPAL2,25,pos_w,2,txn
LOC102723996,27,pos_w,2,txn
RPS27,56,pos_w,2,txn
TRO,3,pos_w,2,txn
HLF,19,pos_w,2,txn
NT5DC3,33,pos_w,2,txn
GSTM3,23,pos_w,2,txn
RGPD2,26,pos_w,2,txn
ZNF502,21,pos_w,2,txn
COL5A2,42,pos_w,2,txn
TNNT3,93,pos_w,2,txn
FZD6,20,pos_w,2,txn
TRAV23DV6,21,pos_w,2,txn
ST6GALNAC1,12,pos_w,2,txn
SOAT2,42,pos_w,2,txn
STRC,42,pos_w,2,txn
LINC01252,34,pos_w,2,txn
FSD1,10,pos_w,2,txn
SHC2,20,pos_w,2,txn
ROBO3,40,pos_w,2,txn
TTC24,56,pos_w,2,txn
LOC100288175,45,pos_w,2,txn
LOC105370792,43,pos_w,2,txn
NPEPPSP1,20,pos_w,2,txn
RDH5,37,pos_w,2,txn
MAJIN,30,pos_w,2,txn
SDR16C5,14,pos_w,2,txn
POLR2J3,21,pos_w,2,txn
ARL17A,16,pos_w,2,txn
DRICH1,10,pos_w,2,txn
HCG27,15,pos_w,2,txn
POLR2J2,19,pos_w,2,txn
LINC01237,62,pos_w,2,txn
ZBED6,48,pos_w,2,txn
CYP4F35P,25,pos_w,2,txn
ZKSCAN2.DT,38,pos_w,2,txn
RN7SK,42,pos_w,2,txn
ND1,32,pos_w,2,txn
DPYSL4,17,pos_w,2,txn
NLRP6,43,pos_w,2,txn
SOGA3,5,pos_w,2,txn
FAM153CP,35,pos_w,2,txn
LINC01730,9,pos_w,2,txn
TRBV10.3,45,pos_w,2,txn
TRBV12.3,24,pos_w,2,txn
RN7SL2,14,pos_w,2,txn
WDR86,18,pos_w,2,txn
GOLGA8M,13,pos_w,2,txn
GJB6,22,pos_w,2,txn
TRAV4,38,pos_w,2,txn
TRAV6,16,pos_w,2,txn
TRAV8.1,49,pos_w,2,txn
TRAV13.1,19,pos_w,2,txn
TRAV12.3,21,pos_w,2,txn
TRAV8.6,32,pos_w,2,txn
TRAV25,31,pos_w,2,txn
TRAV26.1,24,pos_w,2,txn
TRAV27,15,pos_w,2,txn
TRBV2,12,pos_w,2,txn
MAP7D2,1,pos_w,2,txn
ATP23,10,pos_w,2,txn
ROCK1P1,15,pos_w,2,txn
CCR8,10,pos_w,2,txn
HNRNPA1P21,5,pos_w,2,txn
TAS2R4,15,pos_w,2,txn
PTPN13,3,pos_w,2,txn
TRBV7.6,5,pos_w,2,txn
TRAV29DV5,15,pos_w,2,txn
RPL13P12,10,pos_w,2,txn
RPL10P9,6,pos_w,2,txn
RN7SL1,10,pos_w,2,txn
TRAV12.2,13,pos_w,2,txn
CISH,11,pos_w,2,txn
LINC02273,19,pos_w,2,txn
TRBV12.5,1,pos_w,2,txn
ND4,28,pos_w,2,txn
ATP6,29,pos_w,2,txn
MTCO1P12,34,pos_w,2,txn
ZNF257,16,pos_w,2,txn
PLCXD1,14,pos_w,2,txn
RPL5P4,8,pos_w,2,txn
PLGLB2,4,pos_w,2,txn
TRAV20,6,pos_w,2,txn
SNHG25,20,pos_w,2,txn
TRBV11.2,16,pos_w,2,txn
GSTM1,1,pos_w,2,txn
NBPF8,23,pos_w,2,txn
CYTB,30,pos_w,2,txn
TRBV5.6,12,pos_w,2,txn
HNRNPA1P70,4,pos_w,2,txn
RNU1.27P,1,pos_w,2,txn
MTCO3P12,19,pos_w,2,txn
MTND2P28,25,pos_w,2,txn
ATP8,34,pos_w,2,txn
MTATP6P1,28,pos_w,2,txn
TRAV10,9,pos_w,2,txn
TMEM200A,2,pos_w,2,txn
NPIPB12,1,pos_w,2,txn
ND5,26,pos_w,2,txn
KRT74,2,pos_w,2,txn
RPS2P5,3,pos_w,2,txn
TRBV27,21,pos_w,2,txn
TRAV22,8,pos_w,2,txn
TRAV38.2DV8,5,pos_w,2,txn
RNU11,3,pos_w,2,txn
PLGLB1,1,pos_w,2,txn
RPS2P46,2,pos_w,2,txn
MTND1P23,18,pos_w,2,txn
MTND4P12,15,pos_w,2,txn
TRAV21,16,pos_w,2,txn
IGHV2.70D,2,pos_w,2,txn
IGHV1.69.2,2,pos_w,2,txn
RNVU1.19,6,pos_w,2,txn
RPL10P3,1,pos_w,2,txn
FABP5,513,pos_w,3,prot
MAPK9,253,pos_w,3,prot
HS1BP3,456,pos_w,3,prot
MYDGF,516,pos_w,3,prot
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),386,pos_w,3,met
1-stearoyl-2-docosahexaenoyl-GPS (18:0/22:6)*,16,pos_w,3,met
3-phosphoglycerate,222,pos_w,3,met
AMP,390,pos_w,3,met
beta-citrylglutamate,158,pos_w,3,met
phosphocholine,182,pos_w,3,met
glycerophosphoethanolamine,17,pos_w,3,met
hexadecasphingosine (d16:1)*,275,pos_w,3,met
maltose,307,pos_w,3,met
nicotinamide,347,pos_w,3,met
phosphoethanolamine (PE),313,pos_w,3,met
serotonin,364,pos_w,3,met
spermidine,311,pos_w,3,met
spermine,205,pos_w,3,met
sphingadienine,253,pos_w,3,met
sphinganine,353,pos_w,3,met
sphinganine-1-phosphate,114,pos_w,3,met
sphingosine,370,pos_w,3,met
sphingosine 1-phosphate,239,pos_w,3,met
taurine,277,pos_w,3,met
ABHD14B,558,pos_w,3,prot
ABL1,579,pos_w,3,prot
ACOT13,482,pos_w,3,prot
ACYP1,520,pos_w,3,prot
AKR1B1,403,pos_w,3,prot
AKT1S1,395,pos_w,3,prot
AKT2,498,pos_w,3,prot
ANGPT1,478,pos_w,3,prot
ANXA11,484,pos_w,3,prot
ANXA4,528,pos_w,3,prot
AP3B1,562,pos_w,3,prot
APP,432,pos_w,3,prot
APPL2,478,pos_w,3,prot
APRT,566,pos_w,3,prot
ARF6,492,pos_w,3,prot
ARHGAP1,511,pos_w,3,prot
ARHGEF1,492,pos_w,3,prot
ARHGEF12,483,pos_w,3,prot
ARL13B,308,pos_w,3,prot
ARL2BP,379,pos_w,3,prot
ARSB,417,pos_w,3,prot
ATG4A,280,pos_w,3,prot
ATOX1,530,pos_w,3,prot
ATP5IF1,518,pos_w,3,prot
ATP6V1F,515,pos_w,3,prot
ATP6V1G1,509,pos_w,3,prot
ATXN10,337,pos_w,3,prot
ATXN3,422,pos_w,3,prot
AXIN1,533,pos_w,3,prot
BCL2L1,530,pos_w,3,prot
BDNF,456,pos_w,3,prot
BIN2,407,pos_w,3,prot
BNIP2,418,pos_w,3,prot
BOLA2_BOLA2B,396,pos_w,3,prot
BRAP,526,pos_w,3,prot
CA13,466,pos_w,3,prot
CACNB3,427,pos_w,3,prot
CACYBP,511,pos_w,3,prot
CAMSAP1,490,pos_w,3,prot
CASC3,403,pos_w,3,prot
CASP3,532,pos_w,3,prot
CASP8,538,pos_w,3,prot
CC2D1A,552,pos_w,3,prot
CCL17,398,pos_w,3,prot
CCN2,456,pos_w,3,prot
CCS,285,pos_w,3,prot
CDC26,521,pos_w,3,prot
CDC37,576,pos_w,3,prot
CDC42BPB,540,pos_w,3,prot
CDKN2D,484,pos_w,3,prot
CEP170,532,pos_w,3,prot
CEP43,438,pos_w,3,prot
CERT,341,pos_w,3,prot
CETN2,440,pos_w,3,prot
CETN3,497,pos_w,3,prot
CHMP1A,504,pos_w,3,prot
CIAPIN1,604,pos_w,3,prot
CIRBP,504,pos_w,3,prot
CLIP2,480,pos_w,3,prot
CLPP,489,pos_w,3,prot
CNP,482,pos_w,3,prot
CNPY4,485,pos_w,3,prot
CNST,486,pos_w,3,prot
COL2A1,296,pos_w,3,prot
COMT,518,pos_w,3,prot
CORO1A,479,pos_w,3,prot
COX5B,469,pos_w,3,prot
CPXM1,375,pos_w,3,prot
CRADD,562,pos_w,3,prot
CRKL,583,pos_w,3,prot
CRYBB1,513,pos_w,3,prot
CRYGD,404,pos_w,3,prot
CRYZL1,563,pos_w,3,prot
CSNK2A1,499,pos_w,3,prot
CTF1,447,pos_w,3,prot
DAAM1,519,pos_w,3,prot
DAB2,477,pos_w,3,prot
DAG1,513,pos_w,3,prot
DAPP1,474,pos_w,3,prot
DARS1,557,pos_w,3,prot
DBI,542,pos_w,3,prot
DBNL,544,pos_w,3,prot
DCTD,464,pos_w,3,prot
DCTN2,493,pos_w,3,prot
DECR1,482,pos_w,3,prot
DENR,506,pos_w,3,prot
DFFA,562,pos_w,3,prot
DGKA,352,pos_w,3,prot
DHRS4L2,479,pos_w,3,prot
DIABLO,500,pos_w,3,prot
DKK1,376,pos_w,3,prot
DLG4,438,pos_w,3,prot
DNAJA2,567,pos_w,3,prot
DNAJB2,416,pos_w,3,prot
DNAJB6,541,pos_w,3,prot
DNAJC6,556,pos_w,3,prot
DNAJC9,456,pos_w,3,prot
DNM1,443,pos_w,3,prot
DNPH1,430,pos_w,3,prot
DOK1,515,pos_w,3,prot
DOK2,476,pos_w,3,prot
DRG2,498,pos_w,3,prot
DTD1,493,pos_w,3,prot
DTYMK,543,pos_w,3,prot
DUT,553,pos_w,3,prot
DXO,572,pos_w,3,prot
EBAG9,558,pos_w,3,prot
EDF1,411,pos_w,3,prot
EHBP1,474,pos_w,3,prot
EHD3,473,pos_w,3,prot
EIF1AX,526,pos_w,3,prot
EIF2AK2,557,pos_w,3,prot
EIF2S2,334,pos_w,3,prot
EIF4B,537,pos_w,3,prot
EIF4E,575,pos_w,3,prot
EIF4G1,577,pos_w,3,prot
ELAC1,488,pos_w,3,prot
ENO1,538,pos_w,3,prot
ENO2,545,pos_w,3,prot
ENSA,296,pos_w,3,prot
ERBIN,508,pos_w,3,prot
ERP29,520,pos_w,3,prot
ESYT2,514,pos_w,3,prot
FADD,537,pos_w,3,prot
FAM172A,444,pos_w,3,prot
FDX2,455,pos_w,3,prot
FIS1,499,pos_w,3,prot
FKBP14,485,pos_w,3,prot
FKBP1B,463,pos_w,3,prot
FKBP4,593,pos_w,3,prot
FKBP5,539,pos_w,3,prot
FKBPL,548,pos_w,3,prot
FLI1,469,pos_w,3,prot
FOXO1,462,pos_w,3,prot
FXN,530,pos_w,3,prot
FXYD5,463,pos_w,3,prot
FYB1,513,pos_w,3,prot
GADD45GIP1,512,pos_w,3,prot
GCC1,540,pos_w,3,prot
GGACT,518,pos_w,3,prot
GGCT,578,pos_w,3,prot
GLOD4,582,pos_w,3,prot
GLRX5,499,pos_w,3,prot
GMFG,509,pos_w,3,prot
GMPR2,572,pos_w,3,prot
GOPC,525,pos_w,3,prot
GORASP2,525,pos_w,3,prot
GPI,568,pos_w,3,prot
GRAP2,486,pos_w,3,prot
GRHPR,528,pos_w,3,prot
GYS1,549,pos_w,3,prot
HARS1,546,pos_w,3,prot
HCLS1,564,pos_w,3,prot
HDGF,458,pos_w,3,prot
HEXIM1,557,pos_w,3,prot
HGS,521,pos_w,3,prot
HHEX,524,pos_w,3,prot
HNRNPK,565,pos_w,3,prot
HPCAL1,472,pos_w,3,prot
HSBP1,437,pos_w,3,prot
HSPB1,467,pos_w,3,prot
IGBP1,578,pos_w,3,prot
IL7,412,pos_w,3,prot
IMPA1,467,pos_w,3,prot
IMPACT,352,pos_w,3,prot
INPPL1,477,pos_w,3,prot
IPCEF1,534,pos_w,3,prot
IRAK4,565,pos_w,3,prot
IST1,553,pos_w,3,prot
ITGB1BP1,406,pos_w,3,prot
ITGB1BP2,485,pos_w,3,prot
JPT2,547,pos_w,3,prot
KAZN,462,pos_w,3,prot
KIFBP,497,pos_w,3,prot
KYAT1,555,pos_w,3,prot
LACTB2,575,pos_w,3,prot
LAT,488,pos_w,3,prot
LAT2,485,pos_w,3,prot
LATS1,460,pos_w,3,prot
LBR,564,pos_w,3,prot
LDLRAP1,429,pos_w,3,prot
LGALS8,450,pos_w,3,prot
LZTFL1,539,pos_w,3,prot
MANF,490,pos_w,3,prot
MAP2K1,593,pos_w,3,prot
MAP2K6,517,pos_w,3,prot
MAP4K5,548,pos_w,3,prot
MAPKAPK2,411,pos_w,3,prot
MARS1,535,pos_w,3,prot
MAVS,508,pos_w,3,prot
MAX,454,pos_w,3,prot
MDH1,558,pos_w,3,prot
MECR,510,pos_w,3,prot
MED18,455,pos_w,3,prot
MESD,499,pos_w,3,prot
METAP1D,489,pos_w,3,prot
METAP2,577,pos_w,3,prot
MGMT,535,pos_w,3,prot
MINDY1,437,pos_w,3,prot
MINK1,519,pos_w,3,prot
MITD1,476,pos_w,3,prot
MPHOSPH8,510,pos_w,3,prot
MPI,524,pos_w,3,prot
MSRA,577,pos_w,3,prot
MTDH,497,pos_w,3,prot
MTIF3,496,pos_w,3,prot
MTPN,425,pos_w,3,prot
MTSS1,482,pos_w,3,prot
NAA80,452,pos_w,3,prot
NAP1L4,503,pos_w,3,prot
NARS1,551,pos_w,3,prot
NCK2,495,pos_w,3,prot
NDUFS6,394,pos_w,3,prot
NFU1,497,pos_w,3,prot
NIT1,543,pos_w,3,prot
NIT2,547,pos_w,3,prot
NMT1,448,pos_w,3,prot
NSFL1C,547,pos_w,3,prot
NT5C,479,pos_w,3,prot
NT5C3A,565,pos_w,3,prot
NUB1,586,pos_w,3,prot
NUDC,496,pos_w,3,prot
NUDT16,487,pos_w,3,prot
NUDT2,490,pos_w,3,prot
NUDT5,595,pos_w,3,prot
NUMB,555,pos_w,3,prot
OTUD6B,545,pos_w,3,prot
OTUD7B,540,pos_w,3,prot
PACS2,468,pos_w,3,prot
PARK7,576,pos_w,3,prot
PCBP2,595,pos_w,3,prot
PCYT2,542,pos_w,3,prot
PDAP1,489,pos_w,3,prot
PDCD5,531,pos_w,3,prot
PDGFA,477,pos_w,3,prot
PDIA4,480,pos_w,3,prot
PDLIM5,481,pos_w,3,prot
PDLIM7,493,pos_w,3,prot
PEBP1,562,pos_w,3,prot
PHACTR2,468,pos_w,3,prot
PLCB2,478,pos_w,3,prot
PLEKHO1,434,pos_w,3,prot
PLPBP,575,pos_w,3,prot
PMVK,477,pos_w,3,prot
PNMA1,468,pos_w,3,prot
PPIB,515,pos_w,3,prot
PPM1F,461,pos_w,3,prot
PPME1,421,pos_w,3,prot
PPP1CC,471,pos_w,3,prot
PPP1R12A,492,pos_w,3,prot
PPP1R9B,490,pos_w,3,prot
PPP2R5A,493,pos_w,3,prot
PRDX3,465,pos_w,3,prot
PRDX5,502,pos_w,3,prot
PRDX6,276,pos_w,3,prot
PRKAR1A,493,pos_w,3,prot
PRKG1,485,pos_w,3,prot
PRTFDC1,449,pos_w,3,prot
PSME1,525,pos_w,3,prot
PSMG3,312,pos_w,3,prot
PSRC1,452,pos_w,3,prot
PSTPIP2,475,pos_w,3,prot
PTPN6,483,pos_w,3,prot
PTRHD1,576,pos_w,3,prot
QDPR,567,pos_w,3,prot
RAB11FIP3,490,pos_w,3,prot
RAD23B,532,pos_w,3,prot
RANBP1,468,pos_w,3,prot
RBM17,441,pos_w,3,prot
RGS10,493,pos_w,3,prot
RILPL2,486,pos_w,3,prot
RNF5,427,pos_w,3,prot
RTN4IP1,499,pos_w,3,prot
RWDD1,587,pos_w,3,prot
S100A4,496,pos_w,3,prot
SAMD9L,551,pos_w,3,prot
SARG,464,pos_w,3,prot
SCAMP3,591,pos_w,3,prot
SCRN1,567,pos_w,3,prot
SDC4,472,pos_w,3,prot
SEC31A,509,pos_w,3,prot
SERPINB1,564,pos_w,3,prot
SERPINB6,514,pos_w,3,prot
SERPINB9,544,pos_w,3,prot
SERPINH1,492,pos_w,3,prot
SF3B4,544,pos_w,3,prot
SH2B3,295,pos_w,3,prot
SH3BP1,495,pos_w,3,prot
SHMT1,473,pos_w,3,prot
SIRT2,581,pos_w,3,prot
SKAP2,515,pos_w,3,prot
SLA2,465,pos_w,3,prot
SLC9A3R1,500,pos_w,3,prot
SMAD3,454,pos_w,3,prot
SNAP23,520,pos_w,3,prot
SNAP29,526,pos_w,3,prot
SNX15,428,pos_w,3,prot
SNX9,575,pos_w,3,prot
SOD1,513,pos_w,3,prot
SPART,563,pos_w,3,prot
SSNA1,537,pos_w,3,prot
ST13,433,pos_w,3,prot
