"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"COPA2",0.000339046911119791,0.525938956698659,0.439,0.266,1,"Platelets","COPA"
"NRIP1",0.000352565847492388,0.451841123225469,0.265,0.143,1,"Platelets","NRIP1"
"NPRL3",0.000383746676788259,0.539320160605211,0.276,0.139,1,"Platelets","NPRL3"
"ENO2",0.000404476227741401,0.723967231090004,0.265,0.145,1,"Platelets","ENO2"
"MEA1",0.000447319903076248,0.824553011498209,0.49,0.317,1,"Platelets","MEA1"
"HPCAL1",0.000450440766961874,0.690494222035702,0.541,0.358,1,"Platelets","HPCAL1"
"MBNL1",0.000452007703403612,1.01339312708029,0.816,0.797,1,"Platelets","MBNL1"
"CAPNS14",0.000452788769019601,0.869939493072113,0.633,0.543,1,"Platelets","CAPNS1"
"SERPINB63",0.000498009165830258,0.58289382237295,0.357,0.214,1,"Platelets","SERPINB6"
"CCNG1",0.000553636962900677,0.646221383102754,0.449,0.286,1,"Platelets","CCNG1"
"LRRC8D",0.000577788648037697,0.251027936915903,0.255,0.129,1,"Platelets","LRRC8D"
"PPP1R15A3",0.000669816156239518,0.640506926033242,0.673,0.663,1,"Platelets","PPP1R15A"
"MAPRE21",0.000696810338639351,0.700182541854371,0.5,0.346,1,"Platelets","MAPRE2"
"SYK4",0.000718639670901454,0.266175472541191,0.337,0.185,1,"Platelets","SYK"
"GTF3C6",0.000733662313911599,0.758479030403911,0.408,0.254,1,"Platelets","GTF3C6"
"BLOC1S62",0.000743596698473968,0.374158006707621,0.347,0.198,1,"Platelets","BLOC1S6"
"SIAH2",0.000746475046463177,0.877273003067512,0.418,0.279,1,"Platelets","SIAH2"
"HIPK11",0.000866571962995452,0.371433607577797,0.306,0.179,1,"Platelets","HIPK1"
"TOLLIP2",0.00108741804692005,0.730031634452815,0.276,0.158,1,"Platelets","TOLLIP"
"GABARAPL2",0.00126326632365091,0.6921621895945,0.633,0.535,1,"Platelets","GABARAPL2"
"HTATIP2",0.00134917415121305,0.694345893768208,0.327,0.199,1,"Platelets","HTATIP2"
"RILPL23",0.00138147834137175,0.506100922890831,0.51,0.327,1,"Platelets","RILPL2"
"PARK72",0.00140357345902182,0.859541537770771,0.684,0.653,1,"Platelets","PARK7"
"PAIP21",0.00154850863299001,0.900479129415872,0.643,0.564,1,"Platelets","PAIP2"
"UBE2J12",0.00162811645084814,0.515493437816952,0.398,0.252,1,"Platelets","UBE2J1"
"NCOA7",0.0016750947296147,0.295370150398267,0.296,0.168,1,"Platelets","NCOA7"
"SSR41",0.00192785530568937,0.728350769950723,0.776,0.808,1,"Platelets","SSR4"
"CAMTA1",0.00198282135028917,0.67235287019831,0.378,0.238,1,"Platelets","CAMTA1"
"SNAP291",0.00228570335653003,0.382301332793332,0.265,0.151,1,"Platelets","SNAP29"
"FOXO32",0.00240916489938926,0.296334570756655,0.255,0.139,1,"Platelets","FOXO3"
"ZMIZ13",0.0027823974522124,0.48886010032156,0.255,0.147,1,"Platelets","ZMIZ1"
"GTF3C5",0.00291506961550661,0.345219969083061,0.276,0.154,1,"Platelets","GTF3C5"
"HEXIM1",0.0030094028946724,0.514329013411543,0.306,0.189,1,"Platelets","HEXIM1"
"LRMP2",0.00313751696575023,0.266335839252506,0.276,0.155,1,"Platelets","LRMP"
"TADA31",0.00314267322694831,1.13090327353502,0.408,0.283,1,"Platelets","TADA3"
"EBPL",0.0033473466768489,0.39193320915437,0.286,0.182,1,"Platelets","EBPL"
"LAT24",0.0035602734431463,0.263822883878601,0.265,0.148,1,"Platelets","LAT2"
"PCGF51",0.00358181478113858,0.69079800893315,0.367,0.257,1,"Platelets","PCGF5"
"PPP6R1",0.00361009569503514,0.592569198548144,0.48,0.329,1,"Platelets","PPP6R1"
"AC008875.31",0.00380549802287715,0.497074811703674,0.316,0.2,1,"Platelets","AC008875.3"
"KAT6A",0.00421649010817735,0.630831168192713,0.378,0.252,1,"Platelets","KAT6A"
"LGALS8",0.00438352901888215,0.469890512794804,0.327,0.201,1,"Platelets","LGALS8"
"IFRD1",0.0046875921091997,0.468798029919896,0.459,0.323,1,"Platelets","IFRD1"
"ZNF580",0.00472978982338351,0.286956591815801,0.296,0.174,1,"Platelets","ZNF580"
"AFF1",0.00496795476465983,0.336424088366138,0.306,0.177,1,"Platelets","AFF1"
"BIN22",0.00501283313824274,1.03401624685901,0.673,0.636,1,"Platelets","BIN2"
"VAPA1",0.00544615268396645,0.738045857829435,0.602,0.516,1,"Platelets","VAPA"
"ANAPC5",0.00547420410620056,0.795151291733005,0.551,0.47,1,"Platelets","ANAPC5"
"NDUFA5",0.00560310091952744,0.730356050736699,0.398,0.281,1,"Platelets","NDUFA5"
"YIPF3",0.00561813069278732,0.451389332348593,0.408,0.264,1,"Platelets","YIPF3"
"CCNY1",0.00576000795465262,0.51518992109539,0.531,0.371,1,"Platelets","CCNY"
"ACTR10",0.00646195840241842,0.316612680433551,0.347,0.208,1,"Platelets","ACTR10"
"RHEB",0.00653975358932798,0.547960263784364,0.378,0.252,1,"Platelets","RHEB"
"VTI1B1",0.00654021721699521,0.557681890624679,0.398,0.263,1,"Platelets","VTI1B"
"UBAC2",0.0066429830777703,0.609715609714578,0.49,0.356,1,"Platelets","UBAC2"
"MLXIP1",0.00735585220586624,0.291282324318811,0.316,0.19,1,"Platelets","MLXIP"
"MMP24OS3",0.00788601945254975,0.506813646322074,0.531,0.383,1,"Platelets","MMP24OS"
"PPP2R2D",0.00796427610777253,0.657848694885919,0.286,0.18,1,"Platelets","PPP2R2D"
"STIM1",0.0081034309443619,0.404604664552918,0.286,0.182,1,"Platelets","STIM1"
"EHD1",0.00840047414817337,0.932095077562982,0.388,0.293,1,"Platelets","EHD1"
"TAF103",0.0086162518645319,0.890870542051176,0.714,0.7,1,"Platelets","TAF10"
"PDLIM51",0.00877607239236886,0.359441273317343,0.265,0.155,1,"Platelets","PDLIM5"
"MAPK141",0.00881983435637977,0.447288998832718,0.306,0.186,1,"Platelets","MAPK14"
"MIF4GD1",0.00892200482723662,0.406541911799214,0.316,0.2,1,"Platelets","MIF4GD"
"GDI1",0.00896957601134579,0.867064687393123,0.49,0.379,1,"Platelets","GDI1"
"JCHAIN1",0,5.34529441266106,0.665,0.028,0,"Other","JCHAIN"
"MZB11",0,3.21994183520376,0.659,0.029,0,"Other","MZB1"
"DERL3",0,2.61961011298531,0.67,0.017,0,"Other","DERL3"
"LILRA4",0,2.26090693129914,0.38,0.008,0,"Other","LILRA4"
"SERPINF11",0,2.25580130271554,0.413,0.01,0,"Other","SERPINF1"
"LRRC26",0,1.65934028990254,0.363,0.001,0,"Other","LRRC26"
"SCT",0,1.45697307744317,0.33,0.001,0,"Other","SCT"
"CLEC4C",0,1.41175850894372,0.369,0.002,0,"Other","CLEC4C"
"DNASE1L3",0,1.38506267422324,0.358,0.006,0,"Other","DNASE1L3"
"TNFRSF17",0,1.34580659948098,0.341,0.007,0,"Other","TNFRSF17"
"PTCRA1",0,1.33446028909625,0.341,0.004,0,"Other","PTCRA"
"SMPD3",0,1.28314503433124,0.363,0.008,0,"Other","SMPD3"
"MYBL2",0,1.06981804230017,0.43,0.013,0,"Other","MYBL2"
"PTPRS",0,1.03377872012664,0.341,0.004,0,"Other","PTPRS"
"TNFRSF21",0,0.849987374363895,0.33,0.003,0,"Other","TNFRSF21"
"EPHB1",0,0.809586371419703,0.313,0.001,0,"Other","EPHB1"
"PACSIN1",0,0.786370561907867,0.313,0.003,0,"Other","PACSIN1"
"LINC00996",0,0.748642721948887,0.291,0.004,0,"Other","LINC00996"
"LAMP5",0,0.723385426241158,0.279,0.004,0,"Other","LAMP5"
"SHD",0,0.706263551085663,0.257,0,0,"Other","SHD"
"SCAMP5",0,0.662272889977173,0.33,0.001,0,"Other","SCAMP5"
"PPM1J",0,0.656515924269924,0.257,0.004,0,"Other","PPM1J"
"SLC35F3",0,0.629556122816399,0.263,0.001,0,"Other","SLC35F3"
"SMIM51",0,0.628364258019588,0.274,0.005,0,"Other","SMIM5"
"AC097375.1",0,0.61585086483928,0.263,0,0,"Other","AC097375.1"
"SCN9A",0,0.553982027470841,0.268,0.005,0,"Other","SCN9A"
"CYP46A1",0,0.539777726392211,0.257,0.002,0,"Other","CYP46A1"
"IRF4",1.95096913942807e-268,1.38401741047203,0.581,0.037,4.18814545161024e-264,"Other","IRF4"
"ZFAT",2.49351699177763e-257,1.45914734443358,0.48,0.026,5.35283292624905e-253,"Other","ZFAT"
"GAB1",1.38217865517722e-245,0.361236256476003,0.307,0.01,2.96712291906895e-241,"Other","GAB1"
"CIB2",3.27436721524492e-234,0.756056493211498,0.307,0.01,7.02908410096626e-230,"Other","CIB2"
"BLNK1",3.66346570625399e-221,1.16271087614588,0.603,0.049,7.86436183161544e-217,"Other","BLNK"
"GAS61",1.84442191770201e-218,0.968303586697972,0.38,0.019,3.95942053073091e-214,"Other","GAS6"
"COBLL11",1.68359886633722e-208,0.829583161965368,0.508,0.035,3.61418168636611e-204,"Other","COBLL1"
"SLAMF72",3.90148057486564e-202,0.93394398191977,0.564,0.046,8.37530835006406e-198,"Other","SLAMF7"
"IL3RA1",5.02734009038477e-199,1.60696358231473,0.441,0.029,1.0792190972029e-194,"Other","IL3RA"
"P2RY141",3.78519106366417e-195,0.506939612253277,0.257,0.009,8.12566965636786e-191,"Other","P2RY14"
"TPM2",1.1112863729345e-190,1.37209440023886,0.346,0.018,2.38559845677849e-186,"Other","TPM2"
"LTK",1.16261218368033e-189,0.467290526690183,0.397,0.023,2.49577957470657e-185,"Other","LTK"
"IGKC1",1.28658883127814e-184,4.3137568237049,0.525,0.046,2.76192024410479e-180,"Other","IGKC"
"TCF42",7.99163401779474e-184,2.32613129633783,0.631,0.068,1.7155640746e-179,"Other","TCF4"
"GNG72",2.19804810929644e-183,1.05927797062607,0.598,0.058,4.71854987622666e-179,"Other","GNG7"
"TLR9",9.38767630820261e-176,0.612599347018143,0.307,0.015,2.01525247308185e-171,"Other","TLR9"
"TXNDC51",8.5340741660697e-173,3.2067055020024,0.654,0.082,1.83200970123018e-168,"Other","TXNDC5"
"TSPAN131",1.51566186673604e-170,1.00292487783832,0.369,0.023,3.25367132932227e-166,"Other","TSPAN13"
"CHPF",9.3587587049365e-162,0.506844974295669,0.391,0.027,2.00904473118872e-157,"Other","CHPF"
"DAB21",7.23590874092142e-155,0.713582782711563,0.279,0.014,1.5533325294136e-150,"Other","DAB2"
"MAP1A1",6.08551492523648e-153,0.771427052014489,0.279,0.014,1.30637748900051e-148,"Other","MAP1A"
"DENND5B",3.67456025056164e-152,0.36357664428831,0.324,0.019,7.88817848988066e-148,"Other","DENND5B"
"SLC1A4",3.72906250880929e-150,0.392987341287549,0.313,0.018,8.00517848766091e-146,"Other","SLC1A4"
"CCDC189",1.60756603511442e-149,0.455462104378138,0.268,0.013,3.45096200758013e-145,"Other","CCDC189"
"ST6GALNAC4",1.33622896771122e-146,0.961960856777655,0.603,0.074,2.86848272498569e-142,"Other","ST6GALNAC4"
"LINC02812",9.9499467317609e-146,0.673564371322097,0.307,0.019,2.13595506490711e-141,"Other","LINC02812"
"LILRB43",2.49460791658215e-143,1.19751704217052,0.514,0.055,5.3551748145269e-139,"Other","LILRB4"
"GZMB1",1.23422072409798e-140,3.04904676810333,0.38,0.031,2.64950162842114e-136,"Other","GZMB"
"CCDC502",3.25983160631706e-134,2.25697765948562,0.62,0.089,6.99788050928083e-130,"Other","CCDC50"
"LGMN1",3.62503223917447e-133,0.820270357070752,0.419,0.039,7.78185670783584e-129,"Other","LGMN"
"TLR7",6.30001386240862e-126,0.381075366899761,0.251,0.014,1.35242397584326e-121,"Other","TLR7"
"PMEPA11",2.21698180091041e-121,0.90889304693975,0.492,0.058,4.75919483201438e-117,"Other","PMEPA1"
"HIP11",2.65191219105204e-118,0.494928497624239,0.341,0.028,5.69285990053141e-114,"Other","HIP1"
"BIK",1.2493144256429e-110,0.321967866733369,0.263,0.018,2.68190327752762e-106,"Other","BIK"
"PDIA5",8.82085966175851e-105,0.261791844499829,0.268,0.019,1.8935739435897e-100,"Other","PDIA5"
"ITM2C2",4.69466049446246e-104,2.99044790634034,0.709,0.181,1.00780276834626e-99,"Other","ITM2C"
"FAM30A2",2.62930160642221e-102,0.603982088507148,0.307,0.026,5.64432175850657e-98,"Other","FAM30A"
"RASD1",9.33180786614444e-102,1.00848048852098,0.33,0.031,2.00325919462523e-97,"Other","RASD1"
"SPIB2",2.05677076553792e-97,1.6332837590437,0.43,0.057,4.41526980238025e-93,"Other","SPIB"
"RNASE62",2.41407341348206e-96,1.15924983289012,0.547,0.089,5.18229139672195e-92,"Other","RNASE6"
"TRAF41",1.04562781480791e-95,1.1277960178924,0.441,0.06,2.24464923004813e-91,"Other","TRAF4"
"MAN1A12",5.82615112695804e-95,0.815927471054434,0.536,0.087,1.25069986242408e-90,"Other","MAN1A1"
"RRBP13",7.92413755642603e-94,1.24352453460037,0.676,0.142,1.70107460923798e-89,"Other","RRBP1"
"RUBCNL1",6.32541812366071e-89,0.649262497223685,0.358,0.041,1.35787750860624e-84,"Other","RUBCNL"
"CBFA2T32",1.06657033144735e-88,0.692890277293151,0.419,0.056,2.28960653051803e-84,"Other","CBFA2T3"
"PTMS2",5.73630113512518e-88,0.72938642804845,0.402,0.052,1.23141176467732e-83,"Other","PTMS"
"HYOU1",1.90169520153256e-86,0.837423271026572,0.581,0.108,4.08236908912995e-82,"Other","HYOU1"
"IGHM1",2.14379783807658e-83,1.58904121885003,0.425,0.058,4.60209081899899e-79,"Other","IGHM"
"MGLL2",3.94305640877927e-83,0.343282117287178,0.296,0.03,8.46455919272646e-79,"Other","MGLL"
"CXXC53",9.92676918731669e-83,0.879533277745495,0.587,0.11,2.13097954144127e-78,"Other","CXXC5"
"SEL1L31",3.97630774562015e-82,1.01305169443828,0.637,0.138,8.53593983752278e-78,"Other","SEL1L3"
"SPATS2",8.15340434414276e-80,0.344167250695478,0.324,0.036,1.75029131055713e-75,"Other","SPATS2"
"ST3GAL41",1.97227983796931e-79,0.464155832464428,0.263,0.025,4.23389312816872e-75,"Other","ST3GAL4"
"NIBAN31",2.40531576799783e-79,1.4032475934637,0.385,0.056,5.16349135916093e-75,"Other","NIBAN3"
"SLC1A52",3.69950034864259e-79,0.783505796065739,0.514,0.092,7.94171739843104e-75,"Other","SLC1A5"
"GRAMD1B",2.82352880610673e-78,0.550592161919084,0.302,0.034,6.06126928806932e-74,"Other","GRAMD1B"
"BCL11A3",1.07607422145038e-77,1.41398830469519,0.425,0.071,2.31000853118752e-73,"Other","BCL11A"
"PNOC1",8.51221592613958e-77,0.372783332505706,0.291,0.031,1.82731739286438e-72,"Other","PNOC"
"UCK21",6.27636627753164e-74,0.266773872436984,0.274,0.028,1.34734754879772e-69,"Other","UCK2"
"C12orf753",9.76891709792589e-74,1.54927867681929,0.687,0.189,2.09709343341175e-69,"Other","C12orf75"
"SELENOS2",1.51192430805357e-73,1.31547683559092,0.737,0.219,3.2456479120986e-69,"Other","SELENOS"
"PLD43",1.23285987495953e-72,2.87317390055992,0.391,0.066,2.64658029357563e-68,"Other","PLD4"
"SETBP11",2.10614693934561e-72,0.343580698168347,0.279,0.03,4.52126563469322e-68,"Other","SETBP1"
"LRRK12",2.36630508058673e-72,0.431601468012701,0.324,0.041,5.07974711649553e-68,"Other","LRRK1"
"OPN3",5.80281356304482e-72,0.498322176424661,0.324,0.041,1.24568998757883e-67,"Other","OPN3"
"CSF2RB1",5.94899542314354e-70,0.464930584862718,0.346,0.047,1.27707084748622e-65,"Other","CSF2RB"
"E2F51",2.13116607508268e-69,0.335361587033381,0.352,0.047,4.57497421338e-65,"Other","E2F5"
"RUNX2",2.89363769588294e-69,0.954179328553393,0.492,0.096,6.21177204175191e-65,"Other","RUNX2"
"UBE2J13",6.90505418108031e-69,1.60950547792102,0.726,0.246,1.48230798105251e-64,"Other","UBE2J1"
"CLIC31",4.93829077765362e-68,1.77780442564244,0.38,0.062,1.0601028812389e-63,"Other","CLIC3"
"ARID3A2",2.01174354460763e-67,0.412873385618007,0.464,0.08,4.3186098672092e-63,"Other","ARID3A"
"CD38",1.17243722705028e-66,0.631802771577676,0.296,0.037,2.51687099530884e-62,"Other","CD38"
"SLC7A5",1.63928025204236e-66,0.879793437237054,0.575,0.13,3.51904291705932e-62,"Other","SLC7A5"
"MYO1E1",3.90526527163864e-64,0.415413711836467,0.274,0.033,8.38343295862668e-60,"Other","MYO1E"
"DCPS",8.43424326275116e-64,0.700327931609484,0.615,0.146,1.81057900121479e-59,"Other","DCPS"
"GMPPB",4.43575140792959e-63,0.507830257598613,0.464,0.086,9.52222754740245e-59,"Other","GMPPB"
"UGCG1",5.81374362621786e-63,2.13183247861404,0.575,0.152,1.24803634424019e-58,"Other","UGCG"
"CPNE52",6.70665497670686e-63,0.345081308031317,0.279,0.034,1.43971762384966e-58,"Other","CPNE5"
"EIF2AK42",8.44396006120483e-62,0.59435628251094,0.531,0.111,1.81266490633884e-57,"Other","EIF2AK4"
"PDXP",1.66405614358139e-61,0.392415016336282,0.397,0.065,3.57222932342617e-57,"Other","PDXP"
"MEF2C5",1.9031871304096e-61,0.836467045422345,0.615,0.149,4.08557181285028e-57,"Other","MEF2C"
"MAPKAPK22",2.06432074091549e-61,1.37597907516029,0.654,0.183,4.43147733452329e-57,"Other","MAPKAPK2"
"LIMD11",7.33115972319428e-61,0.40141235113065,0.408,0.07,1.57378005777812e-56,"Other","LIMD1"
"FABP51",4.08703365143644e-60,0.528445968603401,0.408,0.072,8.7736351395386e-56,"Other","FABP5"
"UNC93B14",1.5096185582925e-59,0.884666883488779,0.682,0.186,3.24069815908651e-55,"Other","UNC93B1"
"MANEA",1.61933550755832e-59,0.38342233654738,0.307,0.043,3.47622753407545e-55,"Other","MANEA"
"PALM2-AKAP21",1.71555269471654e-59,0.515330670002361,0.402,0.07,3.682776969748e-55,"Other","PALM2-AKAP2"
"BTK5",4.13265326529626e-59,0.427861621604475,0.503,0.101,8.87156676461149e-55,"Other","BTK"
"PDIA4",5.54104783970356e-59,1.3436390001717,0.687,0.232,1.18949673974916e-54,"Other","PDIA4"
"SNRNP251",7.01411717694551e-58,0.542282721980289,0.419,0.078,1.50572053437489e-53,"Other","SNRNP25"
"HYI1",7.24352358761855e-58,0.370689801557667,0.397,0.068,1.55496720855407e-53,"Other","HYI"
"RGS11",1.19411331960478e-56,1.00007100307811,0.38,0.07,2.56340306319557e-52,"Other","RGS1"
"IGHA11",1.85340685541239e-56,4.76710669709285,0.274,0.04,3.97870849651378e-52,"Other","IGHA1"
"SEC24D",4.66277557212697e-56,0.368788502837852,0.385,0.066,1.0009580320685e-51,"Other","SEC24D"
"IRF71",6.84770499853874e-56,2.68230431617174,0.709,0.236,1.46999683203631e-51,"Other","IRF7"
"WDFY42",1.04270430492215e-55,0.493382036140195,0.324,0.051,2.23837333137639e-51,"Other","WDFY4"
"SLC15A42",1.89819985518541e-55,1.25312053667026,0.458,0.105,4.07486562912653e-51,"Other","SLC15A4"
"EAF22",2.86808975558006e-55,0.759943954000495,0.447,0.097,6.15692827830371e-51,"Other","EAF2"
"TNFRSF13B1",3.93805940598402e-55,0.383383053570235,0.251,0.032,8.4538321268259e-51,"Other","TNFRSF13B"
"TEX2",4.96339009300137e-55,0.362391042076763,0.268,0.036,1.06549095126461e-50,"Other","TEX2"
"TMEM19",1.29918126674132e-53,0.354429507906523,0.397,0.072,2.78895242531359e-49,"Other","TMEM19"
"DHTKD1",1.64969827786768e-53,0.37015338995572,0.313,0.049,3.54140729309855e-49,"Other","DHTKD1"
"ADA3",2.78292964793584e-52,0.590234270646847,0.531,0.126,5.97411507522387e-48,"Other","ADA"
"FCHSD21",3.16983883096325e-52,0.797367473893516,0.564,0.147,6.8046930184288e-48,"Other","FCHSD2"
"LINC022451",4.06596278837572e-52,0.484795469632422,0.408,0.08,8.72840231780616e-48,"Other","LINC02245"
"METTL7A3",7.83322119981986e-52,0.375798284615133,0.413,0.08,1.68155759496533e-47,"Other","METTL7A"
"ADAM191",8.58814552070109e-52,0.457506441879221,0.458,0.096,1.8436171989289e-47,"Other","ADAM19"
"ABHD15",2.37549262860954e-51,0.363259836991897,0.251,0.034,5.09947002583611e-47,"Other","ABHD15"
"CREB3L2",6.11785267033783e-51,0.404908755852732,0.402,0.077,1.31331943274142e-46,"Other","CREB3L2"
"PPP1R14B1",1.04513235631093e-50,2.2689282602589,0.693,0.254,2.24358562929268e-46,"Other","PPP1R14B"
"MLEC1",3.80375409698684e-50,0.805770784444011,0.682,0.215,8.16551892000165e-46,"Other","MLEC"
"HSP90B11",1.12898340039847e-49,2.10653418461556,0.933,0.684,2.4235886656354e-45,"Other","HSP90B1"
"SEC61B2",1.37042320681328e-49,1.91161300901323,0.855,0.601,2.94188749806606e-45,"Other","SEC61B"
"PLAAT32",1.34424486643142e-48,0.53460575215699,0.469,0.105,2.88569045476834e-44,"Other","PLAAT3"
"ALG2",8.73356792260416e-48,0.394573647451725,0.453,0.098,1.87483502594543e-43,"Other","ALG2"
"CCDC88A4",1.06055061053757e-47,0.869850453834681,0.503,0.132,2.27668399564101e-43,"Other","CCDC88A"
"CHAF1A",4.10331451652918e-47,0.444206718707485,0.279,0.045,8.8085852726332e-43,"Other","CHAF1A"
"HERPUD14",4.39254976466133e-47,1.45126005631277,0.81,0.401,9.42948657979848e-43,"Other","HERPUD1"
"ST141",5.94568711827802e-47,0.469318080358713,0.285,0.047,1.27636065368074e-42,"Other","ST14"
"TMEM8B1",1.98915172108669e-46,0.520619391844548,0.285,0.048,4.2701119996568e-42,"Other","TMEM8B"
"C12orf451",2.28589695256581e-46,0.668385761892935,0.453,0.108,4.90713498807301e-42,"Other","C12orf45"
"SPCS1",8.06332646313357e-46,1.32212593518328,0.894,0.647,1.73095429184088e-41,"Other","SPCS1"
"IDH3A1",1.7394485475178e-45,0.692107681445105,0.425,0.1,3.73407419695647e-41,"Other","IDH3A"
"NCF12",1.95449829152466e-45,0.992287516984737,0.905,0.423,4.19572148241598e-41,"Other","NCF1"
"HSPA13",4.07447833759406e-45,0.252788638027663,0.363,0.069,8.74668264731317e-41,"Other","HSPA13"
"DUSP51",7.63859462967859e-45,0.957619857108821,0.497,0.136,1.6397771091531e-40,"Other","DUSP5"
"N4BP2",1.00281258624436e-44,0.351087796051052,0.397,0.082,2.15273777889078e-40,"Other","N4BP2"
"ATP13A2",1.44264987406172e-44,0.618853750707857,0.369,0.078,3.0969364846483e-40,"Other","ATP13A2"
"FAM214A1",4.63376505729303e-44,0.50922175663787,0.52,0.134,9.94730344849095e-40,"Other","FAM214A"
"PARVB1",6.63018996452693e-44,0.472145103432205,0.508,0.132,1.423302879685e-39,"Other","PARVB"
"NAPSA3",1.10623760667097e-43,0.734211622213176,0.341,0.071,2.37476027024057e-39,"Other","NAPSA"
"SLC2A63",1.43779239455563e-43,0.45138840176835,0.385,0.082,3.08650893339258e-39,"Other","SLC2A6"
"GNA152",1.54531591213448e-43,0.494609405533066,0.313,0.059,3.31732966857908e-39,"Other","GNA15"
"SSR33",1.71227929554077e-43,1.1559233238075,0.754,0.359,3.67574996373736e-39,"Other","SSR3"
"SEMA4A3",3.14054296822878e-43,0.366757157129745,0.346,0.068,6.74180358989673e-39,"Other","SEMA4A"
"AHI1",4.74479696923698e-43,0.381951887636595,0.335,0.065,1.0185655653861e-38,"Other","AHI1"
"BCL7A1",5.62150850047942e-43,0.38596560230322,0.274,0.046,1.20676922979792e-38,"Other","BCL7A"
"MANF1",6.09467482318952e-43,1.01170280787982,0.609,0.207,1.30834384429409e-38,"Other","MANF"
"CDYL",2.25005849360361e-42,0.452926475840136,0.453,0.11,4.83020056821887e-38,"Other","CDYL"
"CNP",2.78114245405147e-42,0.350611090583187,0.374,0.079,5.9702785061123e-38,"Other","CNP"
"SEC11C",4.80767602850857e-42,1.75063873613999,0.709,0.313,1.03206381303993e-37,"Other","SEC11C"
"EEF2K",1.79025300920418e-41,0.322907249883453,0.279,0.049,3.84313613485861e-37,"Other","EEF2K"
"OSTC1",2.35190390754741e-41,1.03637084768,0.777,0.376,5.04883211833203e-37,"Other","OSTC"
"DDAH24",4.41763530324026e-41,0.481445164008478,0.486,0.125,9.48333770546587e-37,"Other","DDAH2"
"DAAM11",4.54756009609766e-41,0.282218786690408,0.324,0.062,9.76224725829284e-37,"Other","DAAM1"
"HLA-DQA14",7.00639144810773e-40,0.620706533903137,0.581,0.169,1.50406205216529e-35,"Other","HLA-DQA1"
"PLXNB23",7.2351458943489e-40,0.503455848887678,0.43,0.105,1.55316876913988e-35,"Other","PLXNB2"
"GSN3",1.63652348600565e-39,0.838790557057866,0.369,0.089,3.51312496740833e-35,"Other","GSN"
"POU2AF11",1.9741844939903e-39,0.713252057987881,0.274,0.051,4.23798185324899e-35,"Other","POU2AF1"
"SCARB21",3.82509064261251e-39,0.483697435602919,0.413,0.1,8.21132208249628e-35,"Other","SCARB2"
"SSR42",4.56020256660028e-39,1.49668861978598,0.905,0.807,9.78938684972082e-35,"Other","SSR4"
"PPIB2",6.41663293837754e-39,1.96543614596608,0.933,0.798,1.37745859288151e-34,"Other","PPIB"
"IRF83",6.74863818098324e-39,2.60142430394933,0.408,0.124,1.44873015831167e-34,"Other","IRF8"
"KCTD5",7.94858100918724e-39,0.4630999821447,0.369,0.084,1.70632188524223e-34,"Other","KCTD5"
"NADK2",8.86040307719596e-39,0.416283315658981,0.626,0.185,1.90206272858166e-34,"Other","NADK"
"MAN2B13",1.17817675173492e-38,0.888741380258297,0.816,0.353,2.52919203294936e-34,"Other","MAN2B1"
"STT3A",1.27635782062563e-38,0.570507487947258,0.486,0.137,2.73995733353703e-34,"Other","STT3A"
"CD2AP",3.87372715561374e-38,0.677773747991213,0.486,0.14,8.31573008495602e-34,"Other","CD2AP"
"PIK3CG1",4.64879446844754e-38,0.433114814442376,0.453,0.116,9.97956708541633e-34,"Other","PIK3CG"
"SEPHS1",5.00887814392999e-38,0.263257090673586,0.335,0.069,1.07525587115745e-33,"Other","SEPHS1"
"TSPAN34",6.46276872468269e-38,0.53685258192215,0.497,0.139,1.38736256212763e-33,"Other","TSPAN3"
"SLC35B1",2.52188165864228e-37,0.309105894559781,0.447,0.111,5.41372335660738e-33,"Other","SLC35B1"
"SYK5",2.93155859019088e-37,0.490544162082204,0.598,0.18,6.29317682556276e-33,"Other","SYK"
"SOX44",4.4366656581214e-37,0.653542087667582,0.385,0.096,9.52419016828922e-33,"Other","SOX4"
"PPARA",1.42560405398848e-36,0.266502101606191,0.251,0.044,3.06034422269707e-32,"Other","PPARA"
"TMEM39A",1.67446839239827e-36,0.250312767361266,0.335,0.071,3.59458129796138e-32,"Other","TMEM39A"
"CORO1C3",2.17812655955472e-36,0.444507771375329,0.335,0.076,4.67578428539612e-32,"Other","CORO1C"
"XBP11",2.42882385796043e-36,1.38069926208519,0.793,0.452,5.21395617588364e-32,"Other","XBP1"
"ELL",3.16040841765245e-36,0.314551548395245,0.447,0.114,6.78444875017452e-32,"Other","ELL"
"MCOLN2",3.54674164554159e-36,0.386572294267928,0.274,0.053,7.61379029048412e-32,"Other","MCOLN2"
"SEC61G",5.15132165176228e-36,0.961886030238551,0.838,0.506,1.10583421898381e-31,"Other","SEC61G"
"SMARCB11",6.88583898892899e-36,0.662295929972955,0.665,0.253,1.47818305575339e-31,"Other","SMARCB1"
"STMN1",7.43075802658077e-36,1.00331739723346,0.542,0.192,1.59516082556609e-31,"Other","STMN1"
"ATF51",7.74312705829708e-36,0.504135896832879,0.397,0.101,1.66221708560463e-31,"Other","ATF5"
"OAS12",7.78636844841607e-36,0.388533745356552,0.447,0.117,1.67149971482148e-31,"Other","OAS1"
