"","marker","slice"
"56103","NUDT16",707
"56104","PEBP1",707
"56105","BRAP",707
"56106","RWDD1",707
"56107","RILPL2",707
"56108","SIRT2",707
"56109","RGCC",707
"56110","KIFBP",707
"56111","VASH1",707
"56112","AK1",707
"56113","HCLS1",707
"56114","SRC",707
"56115","HSPA1A",707
"56116","SKAP2",707
"56117","ACY1",707
"56118","GPI",707
"56119","SHMT1",707
"56120","CDC37",707
"56121","DTYMK",707
"56122","TTR",707
"56123","Condition",707
"56124","RAB11FIP3",708
"56125","FKBP5",708
"56126","TOMM20",708
"56127","DBNL",708
"56128","EIF4E",708
"56129","DRG2",708
"56130","MTSS1",708
"56131","ABHD14B",708
"56132","EIF2AK2",708
"56133","SRP14",708
"56134","GPI",708
"56135","TBCA",708
"56136","TYMP",708
"56137","GGACT",708
"56138","CACYBP",708
"56139","HARS1",708
"56140","BCL2L1",708
"56141","HPSE",708
"56142","STX4",708
"56143","NIT1",708
"56144","MYDGF",708
"56145","TXN",708
"56146","JPT2",708
"56147","VAV3",708
"56148","OTUD7B",708
"56149","USO1",708
"56150","MESD",708
"56151","TJAP1",708
"56152","PCYT2",708
"56153","DBI",708
"56154","HHEX",708
"56155","HCLS1",708
"56156","DIABLO",708
"56157","PSTPIP2",708
"56158","PPP1R12A",708
"56159","DCTN1",708
"56160","VTI1A",708
"56161","DCTN2",708
"56162","TRIAP1",708
"56163","CIRBP",708
"56164","EHBP1",708
"56165","FAM13A",708
"56166","SH2D1A",708
"56167","SUOX",708
"56168","MAP4K5",708
"56169","DTYMK",708
"56170","CDC26",708
"56171","VPS53",708
"56172","FXN",708
"56173","ATOX1",708
"56174","UBXN1",708
"56175","ACY1",708
"56176","HTRA2",708
"56177","GPD1",708
"56178","USP8",708
"56179","DOK2",708
"56180","GLOD4",708
"56181","EBAG9",708
"56182","VTA1",708
"56183","GADD45GIP1",708
"56184","PRDX5",708
"56185","SKAP2",708
"56186","MPIG6B",708
"56187","F11R",708
"56188","FABP5",708
"56189","LZTFL1",708
"56190","ACADSB",708
"56191","AXIN1",708
"56192","MAPK9",708
"56193","PPIB",708
"56194","NUDT16",708
"56195","ITGB1BP2",708
"56196","ENO1",708
"56197","LBR",708
"56198","FADD",708
"56199","ACOT13",708
"56200","CORO1A",708
"56201","KYNU",708
"56202","DECR1",708
"56203","RILP",708
"56204","ABL1",708
"56205","APRT",708
"56206","PEBP1",708
"56207","RBPMS2",708
"56208","SPART",708
"56209","HSBP1",708
"56210","RBKS",708
"56211","Condition",708
"56212","MPIG6B",709
"56213","MYDGF",709
"56214","TDRKH",709
"56215","MGLL",709
"56216","MPI",709
"56217","CD69",709
"56218","DNAJB6",709
"56219","SYAP1",709
"56220","SRP14",709
"56221","PPIB",709
"56222","CD40",709
"56223","EHBP1",709
"56224","UBE2L6",709
"56225","DBNL",709
"56226","HSBP1",709
"56227","NCK2",709
"56228","PDCD5",709
"56229","LZTFL1",709
"56230","PSTPIP2",709
"56231","MDH1",709
"56232","L3HYPDH",709
"56233","ITGB1BP2",709
"56234","CIRBP",709
"56235","DAAM1",709
"56236","CORO1A",709
"56237","EIF2AK2",709
"56238","NT5C",709
"56239","ENO2",709
"56240","EEF1D",709
"56241","HNRNPK",709
"56242","TMED8",709
"56243","NIT1",709
"56244","MAPK9",709
"56245","CMC1",709
"56246","FKBP4",709
"56247","F11R",709
"56248","TBCA",709
"56249","SAMD9L",709
"56250","COMMD1",709
"56251","IPCEF1",709
"56252","STAMBP",709
"56253","DECR1",709
"56254","ALDH1A1",709
"56255","PEBP1",709
"56256","DNPH1",709
"56257","IST1",709
"56258","IL7",709
"56259","CACYBP",709
"56260","HBEGF",709
"56261","FADD",709
"56262","CAMSAP1",709
"56263","SNAP29",709
"56264","HPSE",709
"56265","TACC3",709
"56266","BRAP",709
"56267","ATOX1",709
"56268","PPP1R9B",709
"56269","ERP29",709
"56270","GPI",709
"56271","STX4",709
"56272","STAT5B",709
"56273","JPT2",709
"56274","CRADD",709
"56275","ARHGEF12",709
"56276","YWHAQ",709
"56277","TAB2",709
"56278","VPS37A",709
"56279","DBI",709
"56280","VTI1A",709
"56281","SCLY",709
"56282","CRYZL1",709
"56283","MESD",709
"56284","IMPACT",709
"56285","TRIAP1",709
"56286","GCC1",709
"56287","CEP170",709
"56288","GZMH",709
"56289","RGCC",709
"56290","CLIP2",709
"56291","NEXN",709
"56292","NARS1",709
"56293","OTUD7B",709
"56294","CHMP6",709
"56295","SHMT1",709
"56296","DCTN2",709
"56297","GMPR2",709
"56298","ACY1",709
"56299","TXLNA",709
"56300","Condition",709
"56301","CIAPIN1",710
"56302","NUDC",710
"56303","NT5C1A",710
"56304","EBAG9",710
"56305","BCL2L1",710
"56306","JPT2",710
"56307","RAB11FIP3",710
"56308","PRKAR1A",710
"56309","RAB27B",710
"56310","PTRHD1",710
"56311","HARS1",710
"56312","HHEX",710
"56313","NEXN",710
"56314","VTA1",710
"56315","DNAJA2",710
"56316","SERPINB1",710
"56317","SNX9",710
"56318","PEBP1",710
"56319","HCLS1",710
"56320","AP3B1",710
"56321","SRC",710
"56322","RILP",710
"56323","TBCA",710
"56324","DXO",710
"56325","ACADSB",710
"56326","PPIB",710
"56327","NT5C",710
"56328","GLOD4",710
"56329","HSPA1A",710
"56330","GGACT",710
"56331","GGT1",710
"56332","TOMM20",710
"56333","SH2D1A",710
"56334","IFNL1",710
"56335","FKBP5",710
"56336","PPP1R9B",710
"56337","ITGB1BP2",710
"56338","SYAP1",710
"56339","IPCEF1",710
"56340","GADD45GIP1",710
"56341","UBXN1",710
"56342","HTRA2",710
"56343","MAVS",710
"56344","MAP4K5",710
"56345","ATOX1",710
"56346","SPART",710
"56347","HBEGF",710
"56348","RGCC",710
"56349","DAAM1",710
"56350","DAG1",710
"56351","CDC37",710
"56352","IL7",710
"56353","PTS",710
"56354","MPIG6B",710
"56355","BRAP",710
"56356","DAB2",710
"56357","ABHD14B",710
"56358","LBR",710
"56359","SERPINE2",710
"56360","PPME1",710
"56361","TRIAP1",710
"56362","EIF4E",710
"56363","GPI",710
"56364","SUOX",710
"56365","STIP1",710
"56366","STAT5B",710
"56367","GRHPR",710
"56368","YARS1",710
"56369","EIF4G1",710
"56370","METAP1D",710
"56371","FABP5",710
"56372","LATS1",710
"56373","FADD",710
"56374","CRKL",710
"56375","CDKN1A",710
"56376","NSFL1C",710
"56377","DNAJB6",710
"56378","SAMD9L",710
"56379","ERP29",710
"56380","L3HYPDH",710
"56381","MARS1",710
"56382","PRKAR2A",710
"56383","DCTN1",710
"56384","Condition",710
"56385","GGT1",711
"56386","RILPL2",711
"56387","GCC1",711
"56388","GPI",711
"56389","CRKL",711
"56390","GZMH",711
"56391","EHBP1",711
"56392","GRHPR",711
"56393","FKBP5",711
"56394","TXLNA",711
"56395","CACYBP",711
"56396","DCTN1",711
"56397","FABP5",711
"56398","SUOX",711
"56399","PRKAR2A",711
"56400","MSRA",711
"56401","SKAP2",711
"56402","EIF4E",711
"56403","PARK7",711
"56404","MINK1",711
"56405","ARHGEF12",711
"56406","CMC1",711
"56407","ABHD14B",711
"56408","MAVS",711
"56409","FKBP4",711
"56410","TBCA",711
"56411","UBXN1",711
"56412","NIT1",711
"56413","ITGB1BP2",711
"56414","PRDX5",711
"56415","DNAJB6",711
"56416","HSPA1A",711
"56417","MARS1",711
"56418","CDC37",711
"56419","HCLS1",711
"56420","NT5C",711
"56421","ACADSB",711
"56422","PDLIM7",711
"56423","BRAP",711
"56424","CD69",711
"56425","DNAJA2",711
"56426","YES1",711
"56427","STAT5B",711
"56428","PPP1R9B",711
"56429","SIRT2",711
"56430","VTA1",711
"56431","MAP2K1",711
"56432","RWDD1",711
"56433","FADD",711
"56434","AXIN1",711
"56435","CDKN1A",711
"56436","DRG2",711
"56437","CIAPIN1",711
"56438","LBR",711
"56439","SH2D1A",711
"56440","HTRA2",711
"56441","SCLY",711
"56442","MTDH",711
"56443","TOMM20",711
"56444","YARS1",711
"56445","NSFL1C",711
"56446","HHEX",711
"56447","JPT2",711
"56448","BCL2L1",711
"56449","VAV3",711
"56450","NIT2",711
"56451","ENO2",711
"56452","Condition",711
"56453","ABHD14B",712
"56454","EBAG9",712
"56455","NUB1",712
"56456","PPP1R12A",712
"56457","MTDH",712
"56458","STAT5B",712
"56459","FKBP5",712
"56460","DAB2",712
"56461","FYB1",712
"56462","PRKAR2A",712
"56463","SRP14",712
"56464","MPI",712
"56465","SCAMP3",712
"56466","DTYMK",712
"56467","JPT2",712
"56468","YWHAQ",712
"56469","CIRBP",712
"56470","SIRT2",712
"56471","TBC1D23",712
"56472","AXIN1",712
"56473","SNX15",712
"56474","IMPACT",712
"56475","DNAJB6",712
"56476","CD69",712
"56477","USO1",712
"56478","PPME1",712
"56479","OTUD7B",712
"56480","TRIAP1",712
"56481","VTA1",712
"56482","SHMT1",712
"56483","YES1",712
"56484","STX4",712
"56485","GGCT",712
"56486","PDLIM7",712
"56487","EHBP1",712
"56488","ITGB1BP2",712
"56489","PDCD5",712
"56490","FKBP4",712
"56491","BCL2L1",712
"56492","MGLL",712
"56493","TACC3",712
"56494","ARF6",712
"56495","RBKS",712
"56496","VAV3",712
"56497","SAMD9L",712
"56498","EEF1D",712
"56499","NIT2",712
"56500","DTD1",712
"56501","STIP1",712
"56502","DIABLO",712
"56503","MPIG6B",712
"56504","HHEX",712
"56505","GCC1",712
"56506","STK4",712
"56507","IRAK4",712
"56508","RAB27B",712
"56509","PPP1R2",712
"56510","DRG2",712
"56511","HBEGF",712
"56512","SLC9A3R1",712
"56513","NARS1",712
"56514","MYDGF",712
"56515","MAPK9",712
"56516","MSRA",712
"56517","STAMBP",712
"56518","BRAP",712
"56519","MAP2K1",712
"56520","SORD",712
"56521","IPCEF1",712
"56522","OTUD6B",712
"56523","MAVS",712
"56524","CLEC1B",712
"56525","KYNU",712
"56526","HSBP1",712
"56527","TAB2",712
"56528","PRKG1",712
"56529","PEBP1",712
"56530","ERP29",712
"56531","MESD",712
"56532","ACOT13",712
"56533","CD40",712
"56534","PLPBP",712
"56535","LBR",712
"56536","GLOD4",712
"56537","Condition",712
"56538","TTR",713
"56539","JPT2",713
"56540","DIABLO",713
"56541","SPART",713
"56542","AP3B1",713
"56543","FAM13A",713
"56544","DCTN2",713
"56545","NT5C1A",713
"56546","MAVS",713
"56547","RWDD1",713
"56548","CLEC1B",713
"56549","ERBIN",713
"56550","DECR1",713
"56551","EHBP1",713
"56552","STX4",713
"56553","FADD",713
"56554","MSRA",713
"56555","PARK7",713
"56556","DNAJB14",713
"56557","GPI",713
"56558","PPIB",713
"56559","DCTN1",713
"56560","CDC26",713
"56561","SLC9A3R1",713
"56562","HNRNPK",713
"56563","GOPC",713
"56564","DXO",713
"56565","MESD",713
"56566","CIRBP",713
"56567","GLOD4",713
"56568","IPCEF1",713
"56569","CC2D1A",713
"56570","CIAPIN1",713
"56571","TBCA",713
"56572","CDC42BPB",713
"56573","IL7",713
"56574","METAP1D",713
"56575","VASP",713
"56576","KYNU",713
"56577","LACTB2",713
"56578","HPSE",713
"56579","RAB27B",713
"56580","ARHGEF12",713
"56581","SNX15",713
"56582","NUDT16",713
"56583","TBCB",713
"56584","SCAMP3",713
"56585","SRP14",713
"56586","SORD",713
"56587","GGCT",713
"56588","CASP3",713
"56589","VPS53",713
"56590","VAV3",713
"56591","EIF4E",713
"56592","VPS37A",713
"56593","ARF6",713
"56594","DBI",713
"56595","NUDC",713
"56596","USO1",713
"56597","ATOX1",713
"56598","MGMT",713
"56599","PDLIM5",713
"56600","GADD45GIP1",713
"56601","CDC37",713
"56602","RHOC",713
"56603","PPP1R12A",713
"56604","CDKN2D",713
"56605","GZMH",713
"56606","HCLS1",713
"56607","SYAP1",713
"56608","HBEGF",713
"56609","MPIG6B",713
"56610","FKBP5",713
"56611","CDKN1A",713
"56612","NUDT5",713
"56613","RILP",713
"56614","SRC",713
"56615","OTUD7B",713
"56616","DAG1",713
"56617","LATS1",713
"56618","EEF1D",713
"56619","SHMT1",713
"56620","Condition",713
"56621","OTUD7B",714
"56622","PPP1R9B",714
"56623","IRAK4",714
"56624","KYNU",714
"56625","DXO",714
"56626","YARS1",714
"56627","PPME1",714
"56628","STAT5B",714
"56629","OTUD6B",714
"56630","TBCB",714
"56631","PTPN6",714
"56632","UBXN1",714
"56633","ABHD14B",714
"56634","TJAP1",714
"56635","NUDT5",714
"56636","TYMP",714
"56637","RAB11FIP3",714
"56638","NIT2",714
"56639","GADD45GIP1",714
"56640","MGLL",714
"56641","TXLNA",714
"56642","FKBP5",714
"56643","SLC9A3R1",714
"56644","GRHPR",714
"56645","STK4",714
"56646","ERP29",714
"56647","COMMD1",714
"56648","IL7",714
"56649","TXN",714
"56650","MTSS1",714
"56651","FKBP14",714
"56652","DTD1",714
"56653","EBAG9",714
"56654","DOK2",714
"56655","DAB2",714
"56656","MTDH",714
"56657","DRG2",714
"56658","TRIAP1",714
"56659","CLEC1B",714
"56660","MPI",714
"56661","FKBP4",714
"56662","F11R",714
"56663","GGACT",714
"56664","GIPC3",714
"56665","PPIB",714
"56666","KYAT1",714
"56667","HARS1",714
"56668","USO1",714
"56669","CC2D1A",714
"56670","ACADSB",714
"56671","USP8",714
"56672","TTR",714
"56673","PEBP1",714
"56674","RAB27B",714
"56675","NFU1",714
"56676","CDKN2D",714
"56677","RILP",714
"56678","IFNL1",714
"56679","AP3B1",714
"56680","RWDD1",714
"56681","VAV3",714
"56682","NDUFB7",714
"56683","SERPINE2",714
"56684","CACYBP",714
"56685","SERPINB1",714
"56686","GPI",714
"56687","MARS1",714
"56688","RILPL2",714
"56689","VTA1",714
"56690","NUDC",714
"56691","BCL2L1",714
"56692","ACOT13",714
"56693","GGCT",714
"56694","IPCEF1",714
"56695","TACC3",714
"56696","BRAP",714
"56697","APRT",714
"56698","GLOD4",714
"56699","SUOX",714
"56700","PDCD5",714
"56701","FAM13A",714
"56702","EEF1D",714
"56703","TDRKH",714
"56704","PTS",714
"56705","NIT1",714
"56706","Condition",714
"56707","GADD45GIP1",715
"56708","MPI",715
"56709","VTI1A",715
"56710","GGCT",715
"56711","PSTPIP2",715
"56712","CIAPIN1",715
"56713","OTUD6B",715
"56714","NT5C3A",715
"56715","RHOC",715
"56716","DAB2",715
"56717","ABHD14B",715
"56718","ATOX1",715
"56719","DNAJA2",715
"56720","FAM13A",715
"56721","DCTN1",715
"56722","NUB1",715
"56723","METAP1D",715
"56724","CETN3",715
"56725","DTD1",715
"56726","RBKS",715
"56727","PDCD5",715
"56728","ARHGEF12",715
"56729","CD69",715
"56730","EEF1D",715
"56731","GPD1",715
"56732","MGMT",715
"56733","KYAT1",715
"56734","IRAK4",715
"56735","HTRA2",715
"56736","STAT5B",715
"56737","FADD",715
"56738","TACC3",715
"56739","VASH1",715
"56740","SNX15",715
"56741","JPT2",715
"56742","BCL2L1",715
"56743","EIF4E",715
"56744","TBCB",715
"56745","RBPMS2",715
"56746","NT5C1A",715
"56747","ERBIN",715
"56748","F11R",715
"56749","FXN",715
"56750","COMMD1",715
"56751","ERP29",715
"56752","APRT",715
"56753","CC2D1A",715
"56754","FKBP5",715
"56755","MPIG6B",715
"56756","CORO1A",715
"56757","AP3B1",715
"56758","SHMT1",715
"56759","MGLL",715
"56760","GPI",715
"56761","L3HYPDH",715
"56762","TBC1D23",715
"56763","NSFL1C",715
"56764","NCK2",715
"56765","MSRA",715
"56766","DIABLO",715
"56767","GZMH",715
"56768","YES1",715
"56769","PPME1",715
"56770","RILP",715
"56771","TRIAP1",715
"56772","ENO1",715
"56773","IMPACT",715
"56774","TWF2",715
"56775","VPS53",715
"56776","LACTB2",715
"56777","DXO",715
"56778","CD40",715
"56779","DAG1",715
"56780","PARK7",715
"56781","PRKAR2A",715
"56782","LATS1",715
"56783","SYAP1",715
"56784","SERPINE1",715
"56785","TDRKH",715
"56786","CLIP2",715
"56787","TOMM20",715
"56788","NIT1",715
"56789","Condition",715
"56790","VASH1",716
"56791","CD69",716
"56792","MESD",716
"56793","FYB1",716
"56794","ENO1",716
"56795","SERPINE2",716
"56796","SORD",716
"56797","PTS",716
"56798","METAP2",716
"56799","CDC37",716
"56800","MSRA",716
"56801","FABP5",716
"56802","DOK2",716
"56803","PARK7",716
"56804","ACADSB",716
"56805","SNAP29",716
"56806","DBNL",716
"56807","TMED8",716
"56808","CDC26",716
"56809","SKAP2",716
"56810","USP8",716
"56811","PDLIM5",716
"56812","MAPK9",716
"56813","GPD1",716
"56814","NDUFB7",716
"56815","PPP1R12A",716
"56816","SAMD9L",716
"56817","CDC42BPB",716
"56818","BCL2L1",716
"56819","SERPINE1",716
"56820","KYAT1",716
"56821","MAP4K5",716
"56822","MYDGF",716
"56823","GADD45GIP1",716
"56824","IRAK4",716
"56825","DXO",716
"56826","HHEX",716
"56827","SLC9A3R1",716
"56828","HSPA1A",716
"56829","TWF2",716
"56830","SIRT2",716
"56831","IFNL1",716
"56832","PCYT2",716
"56833","NSFL1C",716
"56834","DNPH1",716
"56835","EIF4E",716
"56836","SERPINB1",716
"56837","TYMP",716
"56838","PSTPIP2",716
"56839","LACTB2",716
"56840","CLEC1B",716
"56841","HSBP1",716
"56842","OTUD7B",716
"56843","ALDH1A1",716
"56844","VTA1",716
"56845","STK4",716
"56846","GGACT",716
"56847","MTDH",716
"56848","USO1",716
"56849","VPS37A",716
"56850","PTRHD1",716
"56851","MAP2K1",716
"56852","IST1",716
"56853","CIAPIN1",716
"56854","SRP14",716
"56855","CAMSAP1",716
"56856","HCLS1",716
"56857","CORO1A",716
"56858","SCRN1",716
"56859","APRT",716
"56860","RGCC",716
"56861","HBEGF",716
"56862","CDKN1A",716
"56863","IPCEF1",716
"56864","ABL1",716
"56865","MPIG6B",716
"56866","DBI",716
"56867","RBPMS2",716
"56868","ERP29",716
"56869","Condition",716
"56870","GZMH",717
"56871","CLEC1B",717
"56872","CACYBP",717
"56873","DBNL",717
"56874","ARHGEF12",717
"56875","BRAP",717
"56876","CD69",717
"56877","DECR1",717
"56878","APRT",717
"56879","PPIB",717
"56880","GLOD4",717
"56881","CD40",717
"56882","ENO1",717
"56883","ERBIN",717
"56884","RBKS",717
"56885","DAAM1",717
"56886","NSFL1C",717
"56887","DCTN2",717
"56888","NEXN",717
"56889","NT5C1A",717
"56890","NUDC",717
"56891","FKBP4",717
"56892","TXN",717
"56893","EIF4E",717
"56894","HNRNPK",717
"56895","EBAG9",717
"56896","MAP2K1",717
"56897","TMED8",717
"56898","DRG2",717
"56899","SERPINB1",717
"56900","MGLL",717
"56901","JPT2",717
"56902","FKBP14",717
"56903","NUDT16",717
"56904","TTR",717
"56905","SLC9A3R1",717
"56906","CORO1A",717
"56907","CCS",717
"56908","DCTN1",717
"56909","TOMM20",717
"56910","AHSA1",717
"56911","PPP1R9B",717
"56912","TDRKH",717
"56913","NUB1",717
"56914","FKBP5",717
"56915","CDC26",717
"56916","UBE2L6",717
"56917","LATS1",717
"56918","GCC1",717
"56919","OTUD6B",717
"56920","MAP4K5",717
"56921","RILP",717
"56922","ARF6",717
"56923","TXLNA",717
"56924","SOD1",717
"56925","PDLIM5",717
"56926","HBEGF",717
"56927","MSRA",717
"56928","CDC37",717
"56929","TAB2",717
"56930","VASP",717
"56931","DOK2",717
"56932","SIRT2",717
"56933","COMMD1",717
"56934","AP3B1",717
"56935","PCYT2",717
"56936","PRKAR2A",717
"56937","SPART",717
"56938","RHOC",717
"56939","VASH1",717
"56940","RILPL2",717
"56941","DNPH1",717
"56942","STAMBP",717
"56943","HCLS1",717
"56944","SH2D1A",717
"56945","PLPBP",717
"56946","KYNU",717
"56947","CETN3",717
"56948","Condition",717
"56949","SRP14",718
"56950","DAB2",718
"56951","ITGB1BP2",718
"56952","PPME1",718
"56953","FADD",718
"56954","DOK2",718
"56955","SLC9A3R1",718
"56956","LATS1",718
"56957","DAG1",718
"56958","SNX15",718
"56959","ABL1",718
"56960","MARS1",718
"56961","TDRKH",718
"56962","PPIB",718
"56963","PEBP1",718
"56964","CHMP6",718
"56965","HPSE",718
"56966","TOMM20",718
"56967","TBC1D23",718
"56968","PLPBP",718
"56969","HHEX",718
"56970","RAB27B",718
"56971","PRKAR2A",718
"56972","RAB11FIP3",718
"56973","CASP8",718
"56974","MESD",718
"56975","TXLNA",718
"56976","PRDX5",718
"56977","ATOX1",718
"56978","IRAK4",718
"56979","LACTB2",718
"56980","EIF4G1",718
"56981","MYDGF",718
"56982","NDUFB7",718
"56983","RHOC",718
"56984","UBXN1",718
"56985","EEF1D",718
"56986","IMPACT",718
"56987","AXIN1",718
"56988","GZMH",718
"56989","GMPR2",718
"56990","DNAJA2",718
"56991","TAB2",718
"56992","NCK2",718
"56993","NSFL1C",718
"56994","NUDT5",718
"56995","CDKN2D",718
"56996","DNAJB6",718
"56997","ENO2",718
"56998","NIT1",718
"56999","CDC37",718
"57000","HNRNPK",718
"57001","PPP1R9B",718
"57002","TTR",718
"57003","DAAM1",718
"57004","ACOT13",718
"57005","SYAP1",718
"57006","MGLL",718
"57007","ABHD14B",718
"57008","SDCCAG8",718
"57009","NUB1",718
"57010","PTRHD1",718
"57011","FKBP4",718
"57012","IST1",718
"57013","L3HYPDH",718
"57014","SORD",718
"57015","YARS1",718
"57016","DNPH1",718
"57017","PTPN6",718
"57018","KIFBP",718
"57019","HTRA2",718
"57020","USO1",718
"57021","F11R",718
"57022","BRAP",718
"57023","TJAP1",718
"57024","FABP5",718
"57025","ANXA3",718
"57026","FYB1",718
"57027","CDC42BPB",718
"57028","SERPINB1",718
"57029","DCTN2",718
"57030","NUDT16",718
"57031","FKBP14",718
"57032","SCAMP3",718
"57033","MVK",718
"57034","CETN3",718
"57035","ENO1",718
"57036","DTYMK",718
"57037","CC2D1A",718
"57038","Condition",718
"57039","CMC1",719
"57040","CLEC1B",719
"57041","TOMM20",719
"57042","ITGB1BP2",719
"57043","YARS1",719
"57044","F11R",719
"57045","USP8",719
"57046","FYB1",719
"57047","GGACT",719
"57048","PRKAR2A",719
"57049","OTUD6B",719
"57050","AXIN1",719
"57051","SYAP1",719
"57052","TMED8",719
"57053","DOK2",719
"57054","PRDX5",719
"57055","PTS",719
"57056","FKBP5",719
"57057","NT5C",719
"57058","FABP5",719
"57059","TBCA",719
"57060","MINK1",719
"57061","STX4",719
"57062","ACADSB",719
"57063","CRKL",719
"57064","YES1",719
"57065","JPT2",719
"57066","CIRBP",719
"57067","SH2D1A",719
"57068","STK4",719
"57069","NUDT5",719
"57070","RBKS",719
"57071","DXO",719
"57072","EIF2AK2",719
"57073","PPP1R12A",719
"57074","GRHPR",719
"57075","VTI1A",719
"57076","CRYBB1",719
"57077","BCL2L1",719
"57078","HTRA2",719
"57079","HSBP1",719
"57080","MYDGF",719
"57081","CASP3",719
"57082","DNAJB14",719
"57083","IST1",719
"57084","RILP",719
"57085","LZTFL1",719
"57086","RHOC",719
"57087","DECR1",719
"57088","EIF4G1",719
"57089","TXN",719
"57090","KYAT1",719
"57091","EEF1D",719
"57092","GLOD4",719
"57093","GZMH",719
"57094","MARS1",719
"57095","ABL1",719
"57096","HSPA1A",719
"57097","CDC26",719
"57098","SKAP2",719
"57099","DAG1",719
"57100","DBNL",719
"57101","NARS1",719
"57102","UBXN1",719
"57103","BRAP",719
"57104","LBR",719
"57105","RAB27B",719
"57106","GMPR2",719
"57107","CD40",719
"57108","RWDD1",719
"57109","NAGK",719
"57110","MTDH",719
"57111","IRAK4",719
"57112","PPP1R9B",719
"57113","SERPINB1",719
"57114","CD69",719
"57115","Condition",719
"57116","PPP1R9B",720
"57117","AP3B1",720
"57118","SH2D1A",720
"57119","DECR1",720
"57120","BCL2L1",720
"57121","SORD",720
"57122","RILPL2",720
"57123","CASP3",720
"57124","PRDX5",720
"57125","IST1",720
"57126","NUDT5",720
"57127","CACYBP",720
"57128","SNX9",720
"57129","ERP29",720
"57130","MGMT",720
"57131","NUB1",720
"57132","AXIN1",720
"57133","TXN",720
"57134","TBCB",720
"57135","GLOD4",720
"57136","SCAMP3",720
"57137","CRKL",720
"57138","MPI",720
"57139","SCLY",720
"57140","VASP",720
"57141","CLEC1B",720
"57142","RAB11FIP3",720
"57143","TXLNA",720
"57144","IMPACT",720
"57145","CRYBB1",720
"57146","MPIG6B",720
"57147","STX4",720
"57148","OTUD6B",720
"57149","F11R",720
"57150","IPCEF1",720
"57151","SRC",720
"57152","PPP1R12A",720
"57153","FAM13A",720
"57154","NIT2",720
"57155","MYDGF",720
"57156","DNAJB6",720
"57157","CDC42BPB",720
"57158","L3HYPDH",720
"57159","MAP4K5",720
"57160","PARK7",720
"57161","MARS1",720
"57162","SNX15",720
"57163","TYMP",720
"57164","CC2D1A",720
"57165","PLPBP",720
"57166","IL7",720
"57167","PEBP1",720
"57168","RBKS",720
"57169","ABHD14B",720
"57170","USO1",720
"57171","NCK2",720
"57172","SUOX",720
"57173","RILP",720
"57174","MSRA",720
"57175","GADD45GIP1",720
"57176","DNAJB14",720
"57177","CHMP6",720
"57178","OTUD7B",720
"57179","SCRN1",720
"57180","ABL1",720
"57181","METAP2",720
"57182","LACTB2",720
"57183","ARHGEF12",720
"57184","FKBP14",720
"57185","NT5C1A",720
"57186","DRG2",720
"57187","MAVS",720
"57188","CDC26",720
"57189","METAP1D",720
"57190","TMED8",720
"57191","MTSS2",720
"57192","UBXN1",720
"57193","PPIB",720
"57194","MESD",720
"57195","EHBP1",720
"57196","UBE2L6",720
"57197","KIFBP",720
"57198","PSTPIP2",720
"57199","HTRA2",720
"57200","HCLS1",720
"57201","PCYT2",720
"57202","CETN3",720
"57203","Condition",720
"57204","METAP1D",721
"57205","NUDC",721
"57206","COMMD1",721
"57207","MPIG6B",721
"57208","PRKAR2A",721
"57209","DBNL",721
"57210","CLEC1B",721
"57211","VASP",721
"57212","GLRX5",721
"57213","DECR1",721
"57214","PTS",721
"57215","CRYBB1",721
"57216","MAVS",721
"57217","ERBIN",721
"57218","RGCC",721
"57219","NT5C3A",721
"57220","L3HYPDH",721
"57221","PRDX5",721
"57222","SRC",721
"57223","GRHPR",721
"57224","NUDT16",721
"57225","HTRA2",721
"57226","STAT5B",721
"57227","HBEGF",721
"57228","ATXN3",721
"57229","DOK2",721
"57230","RAB27B",721
"57231","CD40",721
"57232","GGCT",721
"57233","GCC1",721
"57234","NARS1",721
"57235","SULT1A1",721
"57236","OTUD6B",721
"57237","IMPACT",721
"57238","HCLS1",721
"57239","DTYMK",721
"57240","VPS37A",721
"57241","NIT1",721
"57242","ITGB1BP2",721
"57243","TYMP",721
"57244","DAG1",721
"57245","PRKG1",721
"57246","CD69",721
"57247","NCK2",721
"57248","RBPMS2",721
"57249","SERPINE1",721
"57250","PCYT2",721
"57251","GGACT",721
"57252","APRT",721
"57253","VTI1A",721
"57254","NAGK",721
"57255","HSPA1A",721
"57256","MGMT",721
"57257","SHMT1",721
"57258","PSTPIP2",721
"57259","ABHD14B",721
"57260","ABL1",721
"57261","TXLNA",721
"57262","GPD1",721
"57263","PPP1R9B",721
"57264","PARK7",721
"57265","FXN",721
"57266","FABP5",721
"57267","PDLIM5",721
"57268","CAMSAP1",721
"57269","TOMM20",721
"57270","DCTN1",721
"57271","SCLY",721
"57272","KYNU",721
"57273","FKBP5",721
"57274","CDC26",721
"57275","VASH1",721
"57276","ALDH1A1",721
"57277","MESD",721
"57278","EHBP1",721
"57279","ERP29",721
"57280","HARS1",721
"57281","METAP2",721
"57282","NT5C1A",721
"57283","EEF1D",721
"57284","PPP1R12A",721
"57285","EIF4G1",721
"57286","CMC1",721
"57287","VPS53",721
"57288","CCS",721
"57289","Condition",721
"57290","SNX9",722
"57291","CRYBB1",722
"57292","LACTB2",722
"57293","TTR",722
"57294","RBPMS2",722
"57295","PRDX5",722
