"","marker","slice"
"15937","COMMD1",202
"15938","ERP29",202
"15939","RWDD1",202
"15940","TTR",202
"15941","TXN",202
"15942","TWF2",202
"15943","FYB1",202
"15944","MTSS1",202
"15945","CDKN2D",202
"15946","TBC1D23",202
"15947","GZMH",202
"15948","HARS1",202
"15949","SERPINB1",202
"15950","LBR",202
"15951","AP3B1",202
"15952","SERPINE2",202
"15953","SCAMP3",202
"15954","GCC1",202
"15955","VTI1A",202
"15956","TAB2",202
"15957","FXN",202
"15958","ACY1",202
"15959","RHOC",202
"15960","TACC3",202
"15961","RGCC",202
"15962","HSBP1",202
"15963","DECR1",202
"15964","L3HYPDH",202
"15965","IST1",202
"15966","PDLIM5",202
"15967","BCL2L1",202
"15968","PRKAR2A",202
"15969","VASP",202
"15970","GMPR2",202
"15971","CETN3",202
"15972","DTD1",202
"15973","CDC26",202
"15974","TBCA",202
"15975","UBE2L6",202
"15976","KYAT1",202
"15977","USP8",202
"15978","CD69",202
"15979","ENO2",202
"15980","AXIN1",202
"15981","SNX9",202
"15982","PEBP1",202
"15983","PDLIM7",202
"15984","NUDT5",202
"15985","NARS1",202
"15986","MYDGF",202
"15987","RAB27B",202
"15988","DNAJB6",202
"15989","Condition",202
"15990","ENO2",203
"15991","DAB2",203
"15992","FKBP4",203
"15993","MTSS1",203
"15994","ABL1",203
"15995","DCTN2",203
"15996","PDLIM5",203
"15997","SCLY",203
"15998","IRAK4",203
"15999","CDC37",203
"16000","ACADSB",203
"16001","SHMT1",203
"16002","CD69",203
"16003","JPT2",203
"16004","SYAP1",203
"16005","USO1",203
"16006","NIT2",203
"16007","NEXN",203
"16008","RBPMS2",203
"16009","MAVS",203
"16010","MAPK9",203
"16011","TACC3",203
"16012","MPIG6B",203
"16013","BRAP",203
"16014","NUDC",203
"16015","DNAJB6",203
"16016","MAP4K5",203
"16017","HTRA2",203
"16018","DTYMK",203
"16019","MGLL",203
"16020","TRIAP1",203
"16021","HNRNPK",203
"16022","DNAJB14",203
"16023","SH2D1A",203
"16024","CRYBB1",203
"16025","EIF2AK2",203
"16026","GMPR2",203
"16027","VASP",203
"16028","WASF3",203
"16029","CDC26",203
"16030","PPP1R12A",203
"16031","PTS",203
"16032","GPI",203
"16033","RILP",203
"16034","PSTPIP2",203
"16035","SERPINE1",203
"16036","NCK2",203
"16037","COMMD1",203
"16038","SRP14",203
"16039","TXN",203
"16040","L3HYPDH",203
"16041","PPP1R9B",203
"16042","PCYT2",203
"16043","RGCC",203
"16044","EIF4E",203
"16045","GPD1",203
"16046","EHBP1",203
"16047","STAT5B",203
"16048","VTA1",203
"16049","BCL2L1",203
"16050","MPI",203
"16051","DNPH1",203
"16052","GGACT",203
"16053","YARS1",203
"16054","LZTFL1",203
"16055","CLIP2",203
"16056","MSRA",203
"16057","OTUD6B",203
"16058","KYAT1",203
"16059","AK1",203
"16060","SNX15",203
"16061","ERP29",203
"16062","IL7",203
"16063","NARS1",203
"16064","SCAMP3",203
"16065","EEF1D",203
"16066","CETN3",203
"16067","DOK2",203
"16068","METAP2",203
"16069","SULT1A1",203
"16070","PDLIM7",203
"16071","NIT1",203
"16072","SERPINB1",203
"16073","UBXN1",203
"16074","CACYBP",203
"16075","MINK1",203
"16076","CASP8",203
"16077","Condition",203
"16078","DAG1",204
"16079","RILP",204
"16080","CDKN1A",204
"16081","PPP1R9B",204
"16082","CLIP2",204
"16083","MPIG6B",204
"16084","GGACT",204
"16085","PPME1",204
"16086","GPI",204
"16087","PCYT2",204
"16088","METAP1D",204
"16089","CLEC1B",204
"16090","F11R",204
"16091","DRG2",204
"16092","GGCT",204
"16093","COMMD1",204
"16094","TBCA",204
"16095","FABP5",204
"16096","NIT1",204
"16097","DIABLO",204
"16098","DCTN2",204
"16099","SCLY",204
"16100","RWDD1",204
"16101","SPART",204
"16102","FXN",204
"16103","CD40",204
"16104","MGLL",204
"16105","NAGK",204
"16106","DBI",204
"16107","PARK7",204
"16108","STAT5B",204
"16109","IPCEF1",204
"16110","SKAP2",204
"16111","ITGB1BP2",204
"16112","RILPL2",204
"16113","PDLIM7",204
"16114","ENO1",204
"16115","GCC1",204
"16116","RBKS",204
"16117","ARF6",204
"16118","CASP3",204
"16119","STAMBP",204
"16120","CACYBP",204
"16121","NCK2",204
"16122","VTA1",204
"16123","TRIAP1",204
"16124","IL7",204
"16125","UBXN1",204
"16126","ACADSB",204
"16127","VASP",204
"16128","NT5C",204
"16129","DXO",204
"16130","ABHD14B",204
"16131","OTUD7B",204
"16132","SCAMP3",204
"16133","ABL1",204
"16134","MAP4K5",204
"16135","LACTB2",204
"16136","PTS",204
"16137","DBNL",204
"16138","PRKAR2A",204
"16139","LATS1",204
"16140","NUB1",204
"16141","PEBP1",204
"16142","STIP1",204
"16143","TXLNA",204
"16144","GADD45GIP1",204
"16145","MTSS1",204
"16146","EIF4G1",204
"16147","ERP29",204
"16148","MTDH",204
"16149","SAMD9L",204
"16150","HSPA1A",204
"16151","TYMP",204
"16152","PPP1R12A",204
"16153","RGCC",204
"16154","CDC26",204
"16155","L3HYPDH",204
