"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SERPINA5",0.719496343178622,0.0333170454545455,5.43243340163485,1.81546160874082e-07,2.37113952738023e-06,6.47766976669652
"BAG4",-0.584685372714487,0.0134397727272727,-5.4322468263234,1.81708947702077e-07,2.37113952738023e-06,6.4768020746439
"CILP",0.845129113924051,0.812495454545455,5.42370369616097,1.89317198256308e-07,2.45944075779194e-06,6.43709392451535
"NIT1",-0.955465541490858,1.82276363636364,-5.41378148429448,1.98543783591191e-07,2.56789150193385e-06,6.39103182057145
"TMED8",-1.40329191279888,0.743721022727273,-5.40275134639299,2.09315268648894e-07,2.69527986898995e-06,6.3398970873816
"F2R",-0.662882137834037,0.365318181818182,-5.39480081105822,2.17430416857357e-07,2.78749608979848e-06,6.30308537473408
"PACS2",-0.859615611814347,0.695632954545455,-5.38478944220962,2.28086096100121e-07,2.91133475502469e-06,6.25678703066836
"MZB1",0.812435161744023,0.0645340909090909,5.36677677719571,2.4855343737416e-07,3.14750505665733e-06,6.17364141530582
"RBM17",-0.825040787623066,-0.0839727272727273,-5.36661741062476,2.48742274405694e-07,3.14750505665733e-06,6.17290667938387
"USO1",-1.80843804500703,0.248388068181818,-5.33837986921443,2.84503794591737e-07,3.58450254996399e-06,6.04296953697344
"CD40",-0.534696343178622,0.648432954545455,-5.3316829113987,2.93693259029952e-07,3.6844008418221e-06,6.01222545356915
"GGACT",-0.917100000000001,0.780444318181818,-5.32217920108347,3.07231913669797e-07,3.83777300708041e-06,5.96864407580554
"SERPINI1",0.661615752461322,-0.0554272727272727,5.31709053975803,3.14728881558292e-07,3.91469157785058e-06,5.94533197666305
"SERPINB1",-0.99919641350211,-0.373939204545455,-5.31172877341024,3.22820867878486e-07,3.99832795257972e-06,5.92078617641706
"DYNLT1",-0.621233684950774,0.292496022727273,-5.30885557739566,3.27240085062719e-07,4.03596104910687e-06,5.90764025281108
"TBCC",-1.12321040787623,0.0830522727272727,-5.30374632977437,3.35244453244269e-07,4.11730897828991e-06,5.88427629098947
"RILPL2",-1.52626434599156,0.253314204545455,-5.29305384694039,3.52617345773412e-07,4.31255440040034e-06,5.83543361950319
"ADM",-0.726197679324895,0.621789204545454,-5.28292107336178,3.69887733924304e-07,4.50492435941975e-06,5.78921363644226
"PPP3R1",0.623526090014065,0.880011931818182,5.26725873718636,3.98213803488592e-07,4.82978816430354e-06,5.7178974862281
"EPHA4",0.440128691983122,0.364298863636364,5.26458776022268,4.03250577690502e-07,4.87066710160884e-06,5.70575095082875
"FABP1",1.54367222222222,1.11072443181818,5.25957285386781,4.12875380637058e-07,4.96639809712807e-06,5.68295727344187
"VPS37A",-0.925731715893109,0.597717613636364,-5.25678713522285,4.18318023449187e-07,5.01124419074579e-06,5.6703024992709
"RBPMS2",-1.68761476793249,0.686548863636364,-5.24590593926868,4.40254040235254e-07,5.25250024329652e-06,5.62091894831087
"PPP1CC",-0.940511673699016,0.574115909090909,-5.2449615167356,4.42209883631591e-07,5.25438817014285e-06,5.61663627076413
"LDLRAP1",-1.25769599156118,0.861065340909091,-5.24142649318988,4.49606019161039e-07,5.30503519430322e-06,5.6006109749625
"AP3S2",-0.504780801687764,-0.0969221590909091,-5.24119137029964,4.50102199174547e-07,5.30503519430322e-06,5.59954537371022
"DBNL",-1.52323136427567,0.532414772727273,-5.22433935096113,4.87086840344742e-07,5.71789090091438e-06,5.52326120910498
"RAB27B",-1.91384444444444,0.315034090909091,-5.22240914641529,4.91507098807781e-07,5.74670099926058e-06,5.51453519820194
"DYNLT3",-0.531080379746836,0.429484659090909,-5.19312868110178,5.63542584878701e-07,6.5626891458185e-06,5.38245464888005
"SYTL4",-0.946942616033755,0.322520454545455,-5.18950142511696,5.73151162391444e-07,6.64809860186584e-06,5.36613046237063
"SPRED2",-0.61738741209564,0.227826704545455,-5.16873526467589,6.31303668247942e-07,7.29367834896733e-06,5.27283535761911
"BAX",-1.30217630098453,0.780011931818182,-5.16026194645053,6.56644892418522e-07,7.55658669503678e-06,5.23484678913542
"ATP6AP2",0.741335724331927,-0.380971590909091,5.15106088337169,6.85282076098982e-07,7.83627427391529e-06,5.19364753812402
"ICA1",-0.843195569620253,-0.0860096590909091,-5.15008961711815,6.88374902885842e-07,7.83627427391529e-06,5.18930170036803
"AP1G2",-1.00338192686357,-0.339124431818182,-5.14989645324999,6.88991614230664e-07,7.83627427391529e-06,5.1884374792345
"FABP2",1.26917257383966,1.0281375,5.13234314474201,7.4733241592503e-07,8.46687074321265e-06,5.11000336590799
"SKAP2",-1.84888818565401,-0.309280681818182,-5.12784751997317,7.63029700758649e-07,8.61133519427619e-06,5.08994723490249
"TRAF2",-0.766597327707455,1.20181022727273,-5.12217778147521,7.83283809777721e-07,8.80591759992415e-06,5.06467162454766
"SEC31A",-0.949683966244726,0.286626136363636,-5.09548833558335,8.85856243273792e-07,9.92091110762181e-06,4.94596889999264
"ASPSCR1",-0.76981870604782,1.34847386363636,-5.08564665629579,9.26878432230782e-07,1.03043155478567e-05,4.90231369455288
"STAT5B",-1.58791343178622,1.10723125,-5.08558488763007,9.27141631572463e-07,1.03043155478567e-05,4.90203990243345
"FARSA",-0.843107102672293,0.218064204545455,-5.07072122890574,9.9263166812327e-07,1.09903877497133e-05,4.83622807157955
"TNFSF11",-0.838796624472574,0.201672727272727,-5.06676133097547,1.0108232799768e-06,1.11495714995177e-05,4.81871902630025
"SCRN1",0.913832559774964,0.737733522727273,5.06148366751815,1.03557240616083e-06,1.13796170797297e-05,4.79539920978974
"BNIP3L",-0.632928340365682,0.280558522727273,-5.04531831155777,1.11509346284411e-06,1.2207558771136e-05,4.72408401234932
"KLRD1",0.699087904360056,0.8179125,5.04295715637331,1.1271935828404e-06,1.22939807561287e-05,4.71368178240944
"SAMD9L",-0.902608368495078,-0.0425017045454546,-5.04011360617069,1.14193499132142e-06,1.24084608908271e-05,4.7011591582932
"CRTAM",0.637944444444444,0.622755681818182,5.03405190855262,1.17398685924239e-06,1.27094947761685e-05,4.67448186054433
"COMT",-1.03762264416315,0.594103409090909,-5.02023792691553,1.25032475676826e-06,1.34859751440356e-05,4.61377683274479
"AGRP",0.527726933895921,0.66024375,5.00908139493245,1.31547191883841e-06,1.41325402940096e-05,4.5648411143791
"ADAMTSL4",-0.293020253164557,0.424247727272727,-5.00833605983034,1.31993961692256e-06,1.41325402940096e-05,4.56157477257497
"PDZD2",-0.625544092827004,0.348865340909091,-5.00150061297757,1.36160504793564e-06,1.45254436318098e-05,4.53163625966078
"DNMBP",-0.627471659634318,0.0607460227272727,-4.99916015905843,1.37616226584138e-06,1.46273538292886e-05,4.52139238165721
"CD14",0.514555907172996,0.440814204545455,4.97067339923471,1.56590163386907e-06,1.65838060717365e-05,4.39699845030791
"F11R",-0.540109282700422,0.4282625,-4.95810388935362,1.65747007174441e-06,1.7490198627108e-05,4.34228111818951
"PPM1F",-0.528453023909986,0.328498863636364,-4.95686469309845,1.66677364634581e-06,1.75251056412546e-05,4.33689233452307
"PTEN",-0.926384950773558,-0.140296590909091,-4.95001547894199,1.71911595910461e-06,1.80106664819454e-05,4.3071261049877
"ARL13B",-0.936747327707455,-0.458238068181818,-4.94344477315223,1.77082503134932e-06,1.84861484522645e-05,4.27859947750655
"MVK",-1.23918544303797,0.315649431818182,-4.93741883785263,1.81956968733134e-06,1.88670055002681e-05,4.25246314652605
"CEP85",-0.759888326300985,-0.136011363636364,-4.93733981998511,1.82021743108984e-06,1.88670055002681e-05,4.252120581935
"EHBP1",-0.787826793248945,0.157863068181818,-4.93276005009341,1.85814397316328e-06,1.91500821186441e-05,4.23227308413611
"RAB10",-0.537763924050633,0.339084659090909,-4.9316907495421,1.86710883822966e-06,1.91500821186441e-05,4.22764102877036
"CLPP",-1.00345337552743,0.752389204545455,-4.93168202651095,1.86718214293998e-06,1.91500821186441e-05,4.22760324498653
"GCC1",-1.48658797468354,0.314699431818182,-4.92709985906617,1.90607670940246e-06,1.94806371384035e-05,4.2077625946201
"MAPKAPK2",-0.917093108298172,0.252572727272727,-4.89570844838913,2.19444837048111e-06,2.2349730268001e-05,4.07221492303565
"TNFAIP2",-0.515256891701828,-0.173382386363636,-4.89156999830068,2.23548330045842e-06,2.26886030806943e-05,4.05439424652365
"NAGPA",0.318218635724332,0.370484659090909,4.88552140987647,2.29679770391608e-06,2.32302411368398e-05,4.02836889786574
"AREG",0.703127988748242,0.522772727272727,4.87946513446615,2.35982011854036e-06,2.37853593327361e-05,4.00233502793267
"GOLGA3",-0.89990611814346,0.317413068181818,-4.87363869815093,2.42202910498375e-06,2.43284916627749e-05,3.9773123689587
"EIF4G3",-0.92906476793249,0.194519886363636,-4.8675144912517,2.48912810849109e-06,2.49168543189023e-05,3.95103544204127
"C1QTNF1",-0.421802742616034,0.470752840909091,-4.86588941734829,2.50723294493389e-06,2.50124296861493e-05,3.9440670216248
"HNRNPK",-1.28221026722925,0.194119318181818,-4.85889831807279,2.58658465493879e-06,2.57162821305649e-05,3.91410898756287
"SPINT2",-0.874762869198312,0.115718181818182,-4.85801088521015,2.59682958535886e-06,2.57306199254371e-05,3.9103085398064
"CLIP2",-1.84576364275668,0.87181875,-4.85397883521179,2.64387412558169e-06,2.61082569901192e-05,3.89304788488452
"MMP7",0.628254992967651,1.47707386363636,4.84394946544749,2.76449884704997e-06,2.72075088549733e-05,3.85016101465158
"NUDC",-0.824666033755274,0.0774914772727273,-4.81930560476281,3.08394866704826e-06,3.02496038717519e-05,3.74506905376614
"MGLL",-1.50061146272855,0.562782386363636,-4.79089113635373,3.49666802490516e-06,3.41831459424675e-05,3.62440807699525
"PLPBP",-0.890476371308018,1.06312840909091,-4.78976165907195,3.51413147091368e-06,3.42393542982689e-05,3.61962312517561
"GDF2",0.876932911392405,-0.202753409090909,4.75773773638182,4.04588764375783e-06,3.92894670521732e-05,3.48431770997232
"GIPC3",-1.60432264416315,1.28311136363636,-4.73930168204869,4.3864535353064e-06,4.2455641336757e-05,3.40674067670321
"EDN1",-0.446378832630099,0.782834659090909,-4.73227101216031,4.52349149293563e-06,4.36375103427421e-05,3.377217686567
"EEF1D",-1.11733164556962,0.431190909090909,-4.73086815945132,4.55132580191863e-06,4.37615964441058e-05,3.37133092674343
"CTSE",-0.648940084388186,0.394195454545455,-4.72523168235494,4.66483755809287e-06,4.47059678108376e-05,3.34769232696577
"EIF2S2",-0.505085583684951,0.255265340909091,-4.69256990180201,5.37842633393321e-06,5.13762750787149e-05,3.21114379980408
"GSR",-0.318891209563994,0.284094886363636,-4.69064943953982,5.42351283154862e-06,5.16382019759499e-05,3.20313785829136
"WASHC3",-0.665769127988748,-0.0708346590909091,-4.68454079137525,5.56936422380557e-06,5.2854713072025e-05,3.17768933367075
"CDKN1A",-1.45569437412096,0.799955681818182,-4.68242241503944,5.62082167267737e-06,5.30241175226016e-05,3.16887023926641
"CCL20",1.19469725738397,0.644978977272727,4.68231286528829,5.62349518713873e-06,5.30241175226016e-05,3.16841425288302
"DIABLO",-1.70460914205345,1.30596477272727,-4.67882829336621,5.70917806957716e-06,5.36589308597236e-05,3.15391451522332
"AGRN",0.429944655414908,0.347211931818182,4.67393317626904,5.83167664317605e-06,5.4634585987191e-05,3.13355952200981
"CSDE1",-1.11825900140647,-0.0730971590909091,-4.67081287975354,5.91108075174902e-06,5.52015624196882e-05,3.12059329258366
"PTH1R",-0.576422222222223,0.346802272727273,-4.6664948687002,6.02268694285843e-06,5.60646940572458e-05,3.1026611542059
"MYOC",0.598741420534458,0.440767613636364,4.66405093524377,6.08675284431473e-06,5.64812017902602e-05,3.09251754661679
"AKT1S1",-0.838020675105485,1.30106931818182,-4.65458796241435,6.34107737087255e-06,5.86549656805711e-05,3.05328034101489
"STAMBP",-0.661984036568214,1.15452443181818,-4.64247477674699,6.68162280924765e-06,6.16100424966274e-05,3.00314512393768
"NCK2",-1.31136160337553,0.624771590909091,-4.63975197668436,6.76056424645598e-06,6.21419160138077e-05,2.99188979105161
"ENO1",-0.994610196905767,0.684383522727273,-4.63197829844802,6.99092709648424e-06,6.4057930730481e-05,2.95978388886431
"MEPE",-0.655316033755274,0.192971590909091,-4.62639700854177,7.16097139157664e-06,6.54109980549329e-05,2.93675870648971
"GSTP1",-0.929367440225036,0.743592613636364,-4.62193697567901,7.29971521037413e-06,6.64706154514753e-05,2.91837480988764
"SEMA3F",-0.333862869198313,0.346748863636364,-4.60577696925051,7.82446482193062e-06,7.10276729021838e-05,2.85188098547814
"GDF15",0.679507313642756,1.19875113636364,4.5978260917168,8.09581568883564e-06,7.3263372317234e-05,2.81923246455513
"TBCB",-1.339764697609,1.03370113636364,-4.58828876859987,8.43328688470027e-06,7.60817826048731e-05,2.78012801513716
"RNF41",-1.02786300984529,0.632870454545455,-4.58478267639261,8.5607234943756e-06,7.69938300740304e-05,2.76576855923357
"SEMA3G",0.448687482419128,0.369954545454545,4.58335362880245,8.61319601064087e-06,7.72281347825253e-05,2.75991826714747
"SPRY2",-1.3097176511955,1.18020852272727,-4.57274435053691,9.01256185673739e-06,8.05618296857596e-05,2.71653046125115
"CPPED1",-0.748678129395218,0.371680113636364,-4.56993084725218,9.12142836651928e-06,8.12863875467557e-05,2.70503761224306
"EIF4B",-1.0911552742616,2.07395681818182,-4.55000253244168,9.92962674191733e-06,8.82197536979464e-05,2.62379230547237
"TBC1D23",-0.926113853727145,0.503830113636364,-4.54875835553079,9.9823090964307e-06,8.84190590571725e-05,2.6187292389061
"MZT1",-0.657512095639944,0.327455681818182,-4.54427863635337,1.01742332264072e-05,8.98467786126529e-05,2.60050847805963
"SMAD2",-0.479410970464135,0.316386363636364,-4.53920855051516,1.03957379101868e-05,9.1526331058663e-05,2.57990357467396
"PKD2",-0.647807454289733,-0.184148863636364,-4.53526479905744,1.05712384953266e-05,9.26350964022801e-05,2.56388868013193
"PLCB2",-1.47250049226442,-0.0794482954545455,-4.53360507487899,1.06459476839268e-05,9.26350964022801e-05,2.55715211666251
"PIKFYVE",-0.504546835443038,0.0670045454545455,-4.53317062335057,1.06655874597512e-05,9.26350964022801e-05,2.55538906714242
"TACC3",-1.34313108298172,0.817356818181818,-4.53289510257904,1.06780606998504e-05,9.26350964022801e-05,2.55427104440731
"ZNRD2",-0.67604964838256,0.860930681818182,-4.53284936726956,1.06801325650251e-05,9.26350964022801e-05,2.55408546245384
"ADGRD1",0.51854135021097,0.674892045454546,4.53100552055878,1.07639842039591e-05,9.30861710892677e-05,2.54660484685413
"STX6",-1.14359282700422,0.0731988636363636,-4.52223505762528,1.11715889845551e-05,9.63261197694827e-05,2.51105543298772
"CC2D1A",-0.741938677918425,1.13311363636364,-4.50263385113581,1.21369595671017e-05,0.000104342155337171,2.43180290465508
"MED18",-0.751601687763713,-0.10735,-4.49950389128952,1.22983629456957e-05,0.000105419691760318,2.41917297863415
"HDGFL2",-0.714571378340366,0.129565340909091,-4.49751260043643,1.24021212900248e-05,0.000105998247165913,2.41114140516084
"HPCAL1",-0.979355977496484,0.745144318181818,-4.49614993230336,1.24736094953429e-05,0.000106298427273724,2.40564691350348
"SRC",-1.52055907172996,0.832119318181818,-4.4844420608647,1.31043840960531e-05,0.000111349170676638,2.35849343049973
"HS3ST3B1",-0.660904149085795,0.393449431818182,-4.47810858462907,1.34582844883122e-05,0.000114024827708222,2.33302606555031
"PTRHD1",-0.840311954992969,2.16025681818182,-4.46218883620206,1.4388911235623e-05,0.000121557189426953,2.26913809259
"GRAP2",-1.76837405063291,1.00748238636364,-4.4522869936468,1.49986395922797e-05,0.000126343007285975,2.22949217252632
"TRIM21",-0.756541420534459,0.939271022727273,-4.4486107884703,1.52312732659474e-05,0.000127933941828633,2.21479091563442
"LYN",-0.884000070323488,0.53223125,-4.44482272018937,1.54746132221252e-05,0.000129605428218545,2.19965244948142
"MMP10",-0.736887552742616,-0.207057386363636,-4.43770719063668,1.59418457661978e-05,0.000133137186213132,2.17124409523577
"TARBP2",-0.851026300984529,0.233471590909091,-4.42329587861844,1.69300369936852e-05,0.000140987174166786,2.11381915213968
"DCTN2",-1.16628677918425,1.68046477272727,-4.413423668724,1.76406754640319e-05,0.000146487768128879,2.07456745816745
"EIF4EBP1",-0.916871940928271,1.68588238636364,-4.41041555122818,1.7862848932472e-05,0.000147912485636305,2.06262120290046
"CRADD",-1.01014901547117,1.26150056818182,-4.40870391892567,1.79904641209756e-05,0.000148548380298338,2.05582664198496
"OTUD6B",-0.743156680731364,0.665159090909091,-4.3984537764001,1.87732147415075e-05,0.000154574948420919,2.01518150982265
"FAM13A",-0.808937834036569,0.70455,-4.39498833163573,1.90451762528784e-05,0.000156373736480797,2.00145705688146
"CD74",0.480688326300984,0.559665909090909,4.39276420400781,1.92217110093704e-05,0.000157381124034705,1.99265325383507
"OMG",-0.840339170182841,0.0650823863636364,-4.3903110237368,1.94182489007486e-05,0.000158546205410302,1.98294693444244
"HBEGF",-0.690558016877637,-0.709699431818182,-4.38897710167454,1.95259253728621e-05,0.000158981280960657,1.97767092852096
"CDC27",-0.754719971870605,0.320228409090909,-4.38727209360123,1.96643916583572e-05,0.000159663935603828,1.97092905524823
"BCL2L11",-0.793351687763713,0.140619886363636,-4.38266860701365,2.00429740174688e-05,0.000162287016767483,1.95273664164274
"SARG",-1.26467918424754,0.156635227272727,-4.38021798846081,2.02473531112896e-05,0.000163488986586462,1.94305835395146
"CASP3",-1.22291392405063,0.953356818181818,-4.36234582836593,2.17995619574913e-05,0.00017547835039245,1.87260699542689
"PHACTR2",-1.1959900140647,0.713271590909091,-4.36176088269278,2.18522475343317e-05,0.00017547835039245,1.87030507812958
"GGT1",0.746280168776371,0.706022727272727,4.36026123444881,2.19878785639015e-05,0.000176083750800779,1.86440469708105
"COL2A1",-0.569705625879044,-0.4016125,-4.35949418099114,2.20575643184734e-05,0.000176159181701906,1.86138734886249
"SERPINA9",0.828999085794656,-0.0257460227272727,4.35477913619286,2.2490598812385e-05,0.000179128120786379,1.84284922688429
"CKMT1A_CKMT1B",1.01708516174402,2.05650397727273,4.33645452874104,2.42523092830344e-05,0.000192634510962797,1.7709559668723
"LY9",0.346833755274262,0.445095454545455,4.3329457096718,2.460441913781e-05,0.000194901672465634,1.7572176476757
"PPP1R14D",0.704093459915612,0.708650568181818,4.33076401237017,2.4825819541058e-05,0.000196123974374359,1.74868002457307
"CCL23",0.470896554149086,0.618925568181818,4.32785598310614,2.51239018391178e-05,0.000197943841174505,1.73730544842363
"ITGB1BP2",-1.7440835443038,0.666288636363636,-4.32649933515324,2.52641341798369e-05,0.000198513613461461,1.73200111459087
"CCL27",0.506389732770745,1.03779431818182,4.32322582488027,2.56056047118572e-05,0.000200657325932328,1.71920760565651
"PRDX6",0.662457946554149,3.37069545454545,4.31830359654318,2.61274038310945e-05,0.000204198934220025,1.6999853167427
"REG4",0.607080168776371,0.636259090909091,4.31711486281711,2.6254940434068e-05,0.000204648509036749,1.69534572638458
"GPR158",-0.416985302390999,0.352616477272727,-4.31204364995482,2.6805757446976e-05,0.000208386247386997,1.67556454320827
"ACE2",0.787412798874824,0.9142375,4.30172057140948,2.79614486096485e-05,0.00021679393709815,1.63535562892073
"PLSCR3",-0.419891420534458,0.191640909090909,-4.29523157310329,2.87121980608015e-05,0.000222025806697679,1.61012059247796
"PIGR",0.436594444444444,0.615998295454545,4.29409510390585,2.88456557857764e-05,0.000222469266126186,1.6057041580328
"AARSD1",-0.810243319268636,2.33946136363636,-4.29261888766729,2.90198987373928e-05,0.000223224115814208,1.59996884605855
"SDC4",-0.993891139240505,-2.37564318181818,-4.29041555270523,2.9281844026306e-05,0.000224647848002342,1.5914115462048
"ANGPT1",-0.997571237693389,-1.09668579545455,-4.26468116595344,3.25140641901985e-05,0.000248792171800916,1.49172847380051
"JPT2",-1.06677053445851,0.737319886363636,-4.25535788655081,3.37673134485435e-05,0.000257707198981965,1.45573464450794
"HAGH",0.908052180028129,2.47949431818182,4.24451726202115,3.52827210497368e-05,0.000268571337573908,1.41396347166076
"FETUB",0.447171870604782,0.490027272727273,4.24166168030068,3.56926125435586e-05,0.000270985731077459,1.40297475687735
"F13B",-0.377422925457103,0.0271715909090909,-4.22753022460653,3.77890725649352e-05,0.000286159220485248,1.34868346081303
"IPCEF1",-1.01464521800281,-1.13173579545455,-4.21610195027545,3.95702169379399e-05,0.000298872723797412,1.30488553496854
"NCS1",0.388961744022503,0.797970454545455,4.21196246820578,4.02349787037497e-05,0.000303110419461496,1.28904518689054
"TARS1",-0.515149156118144,0.656819886363636,-4.20862448448528,4.07787979091149e-05,0.000306417548299082,1.27628114886519
"KLKB1",-0.31319676511955,0.0679625,-4.20199469624177,4.18798432500086e-05,0.000313884055948142,1.25095418066195
"TGFB1",-0.349197890295359,0.268548863636364,-4.18783090781507,4.43281685522046e-05,0.000331384237028373,1.19695541412847
"YOD1",-0.944106821378341,2.32930511363636,-4.18662562932075,4.45427162891148e-05,0.000331693635952029,1.19236723666136
"STX8",-0.485146835443038,0.0846704545454545,-4.18632429929414,4.45965100681311e-05,0.000331693635952029,1.19122032165667
"SMAD3",-0.599112306610408,0.381449431818182,-4.17946167761844,4.58385890543994e-05,0.000340066486817283,1.16511828294228
"ASGR1",0.352387904360056,0.402920454545455,4.15475647442877,5.05896528115506e-05,0.000374363430805474,1.07144263736046
"FCRL6",0.632398593530239,0.811915909090909,4.14318725442642,5.29730469701268e-05,0.000391010647206264,1.0277319876422
"CDH6",0.409837693389592,0.609711363636364,4.13943945517622,5.37678826278483e-05,0.000395877886451387,1.01359359728013
"TNFRSF11B",0.382415189873418,0.195304545454545,4.13811234867839,5.40520584449509e-05,0.000396970268428622,1.00858967546474
"LXN",-0.887631504922646,2.41665454545455,-4.12702044115958,5.64839589889949e-05,0.00041379100783166,0.966818719525902
"AIFM1",-1.15614613220816,0.732223863636364,-4.12552937582768,5.68187370359634e-05,0.000415202920890302,0.961210562401085
"CCL21",-0.51145035161744,0.541918181818182,-4.12423900664987,5.71099832819639e-05,0.000416290476641348,0.956358605739565
"DOK2",-1.42312566807314,0.776132386363636,-4.12116835565802,5.78087978797091e-05,0.000420336109956193,0.944817584695762
"CCS",-0.641868706047821,1.76683806818182,-4.10320358898722,6.20637184631364e-05,0.000450154464187959,0.877439158640632
"IQGAP2",-0.860390576652602,0.0875761363636364,-4.09190760706306,6.48905317851197e-05,0.000469492634673032,0.83519700151786
"ZFYVE19",-1.05747960618847,1.85587727272727,-4.0907436945088,6.51886855942332e-05,0.000470485254301096,0.830849930863621
"GRSF1",-0.61418312236287,0.548047727272727,-4.07755090010349,6.86609230999687e-05,0.000494324823204947,0.78164793509564
"AKAP12",0.309960267229254,0.418915340909091,4.07487411976645,6.93866451539535e-05,0.000498322269742029,0.771681032874133
"GLO1",-0.675794866385373,2.21844829545455,-4.06421039623778,7.2351075569643e-05,0.000518338710514869,0.732028803194943
"RHOC",-1.38132946554149,0.919253977272727,-4.06252442860963,7.2830682430838e-05,0.000520498984707431,0.725767541132361
"NAA10",-1.05785724331927,-0.0420784090909091,-4.05273776046647,7.56751426256135e-05,0.000539508394865045,0.689464828068581
"CCL19",0.635017862165963,0.415528409090909,4.04788546281431,7.71244302419147e-05,0.000548502943058678,0.671492614937327
"SORD",-1.00890710267229,-0.0309789772727273,-4.04591699499699,7.77198872194939e-05,0.000551396190151895,0.664206785742484
"PAG1",-0.449351758087201,-0.727689772727273,-4.04234372214303,7.8812011543185e-05,0.000557790580486028,0.650988655707377
"SUGT1",-0.848825527426161,1.13875284090909,-4.03402143034548,8.14126127749921e-05,0.000574804510003144,0.620240706834019
"ERP29",-1.22466983122363,1.17059715909091,-4.03146530773493,8.22276493605831e-05,0.000579160045978276,0.61080729590897
"PDGFC",-0.477836075949367,0.190333522727273,-4.02621280536679,8.39269198567802e-05,0.000589707660435982,0.591438448253301
"RPE",-0.697315541490858,0.971561931818182,-4.01910398251626,8.62801020210897e-05,0.000604788341025528,0.565257767766225
"ARL2BP",-0.523253938115331,0.0823551136363636,-4.0104999254107,8.92123716506466e-05,0.000623846321375215,0.533621862644607
"GPC5",-0.511192897327708,-0.03740625,-4.00887453362692,8.97768640436019e-05,0.000626295402385319,0.527651863418988
"AKR1B10",0.757608157524613,-0.0462522727272727,3.99953372781763,9.30874299394049e-05,0.000647844185030668,0.493382532003436
"CXCL11",0.876389873417721,0.713459090909091,3.9982244917277,9.35606365964637e-05,0.000649590833186374,0.488584559056069
"NFKBIE",-0.632036075949367,0.156503977272727,-3.99432197264026,9.49847818065806e-05,0.000657915917584443,0.47429071944529
"NMI",-0.628726511954994,0.573502840909091,-3.98501749115127,9.84640108472158e-05,0.000680402609235016,0.440257961253264
"CXCL13",0.979358720112518,0.366541477272727,3.98237392842653,9.94744437358528e-05,0.000685763676980891,0.430600750937024
"EFNA4",0.30522876230661,0.416273295454545,3.98065089489687,0.000100138333838818,0.000688716117202032,0.424309208979267
"SCARF1",-0.350638185654009,0.274889204545455,-3.97723590611698,0.000101466624181513,0.000696213480006018,0.411846322272894
"INPP5D",-0.675770815752462,0.511619886363636,-3.96325106655696,0.000107083166670775,0.000733030670207667,0.360902350772998
"BCL2L15",0.611510970464135,-1.51479659090909,3.93759683411947,0.000118163892194953,0.000806993123565066,0.267839473273277
"GNE",-0.52913417721519,0.279031818181818,-3.93529350711776,0.00011921041588203,0.000812242530590146,0.259508726421152
"SPINK4",0.720165049226442,0.56250625,3.93385220902279,0.000119869750658408,0.00081483553761518,0.254297871593758
"PINLYP",0.644610689170183,-0.109793181818182,3.93178617007758,0.000120820929101737,0.000819395767434751,0.246831125942432
"CACYBP",-1.23622573839662,0.173289772727273,-3.92913419685461,0.000122052385084211,0.00082583130000266,0.237251611412098
"COMMD9",-0.439588607594937,0.193119318181818,-3.92735782452967,0.000122883915381794,0.00082952821008243,0.230837992781927
"RAB6A",1.26838389592124,-0.202798295454545,3.92675706584129,0.000123166350727258,0.00082952821008243,0.228669495103881
"VTI1A",-0.483285443037975,0.121291477272727,-3.92579200318694,0.000123621349035003,0.000830530527943251,0.225186588935906
"CMC1",-0.642813361462729,0.572951136363636,-3.92523762251398,0.000123883445153355,0.000830530527943251,0.223186156707055
"TGFBR3",-0.760113431786217,0.0138698863636364,-3.92141610361606,0.00012570457908442,0.000840811177720276,0.209403002432368
"MATN3",-0.394939310829817,0.612124431818182,-3.91955005650485,0.000126603058026976,0.000844887531079567,0.202676784351683
"TNFRSF10B",0.354147538677918,0.538705681818182,3.91500586932849,0.000128816629128026,0.000857701610344463,0.186308378584522
"LAT",-1.46347728551336,0.74466875,-3.91116346910774,0.000130716997624502,0.000868376781946405,0.172480288929092
"C2",0.334173136427567,-0.244614772727273,3.89668883202294,0.000138117802166798,0.000915461078760885,0.120491209151222
"LONP1",-0.730172292545711,0.437748863636364,-3.89515879599469,0.000138922956955196,0.000918714486832664,0.115005195432388
"VPS4B",-0.750838045007033,0.505924431818182,-3.89221333462435,0.000140485524245841,0.000926950761558898,0.104449213187106
"PDIA4",-0.573510056258791,0.480022159090909,-3.88853909454775,0.000142458115044457,0.000937849257376009,0.0912908438291424
"KLRK1",0.43933129395218,0.397060795454545,3.88733010769843,0.000143112916171212,0.000940042817906633,0.0869634477675536
"SEMA4C",0.355567791842475,0.840280681818182,3.88503950769517,0.000144361377362157,0.00094611727809324,0.0787676780733157
"DENR",-0.735478270042195,1.07862443181818,-3.88271104835328,0.000145641069721643,0.000952368784779332,0.0704406165946834
"DUT",-0.961300843881858,1.91018068181818,-3.8793507465545,0.00014750685373799,0.000962416369366395,0.0584308812651315
"DCLRE1C",-0.457471518987342,0.623515340909091,-3.8757832943108,0.000149512483702348,0.000973329598801702,0.0456903761872223
"GLRX",-0.729005696202532,1.25830170454545,-3.86970923656026,0.000152987031056481,0.000993735759506875,0.0240207166327542
